CTD,20170918CCHSIOSEE
# SHIP: R/V Ron Brown
# DATES: 20150410 to 20150513
# Region:  NE Pacific, Leg 1 of P16N
# Chief Scientist: Jessica Cross & Samantha Siedlecki
# CTDO: Who - G.Johnson:NOAA, Molly Baringer:NOAA; Status - final
# Transmissometer (CTDBEAMCP): Who - W.Gardner, TAMU; Status - final
#        Notes: beam attenuation units, 1/m
#        Instrument: Wetlabs C-Star Transmissometer, 650 nm 0.25m pathlength, SN:1636
#        Data Notes: With W.Gardner's permission, for a few profiles,
#                    removed up to the first two and/or the last samples of the
#                    submitted CTDBEAMCP profile to match the pressures
#                    of the existing CTD file. 
# Fluorometer : Who - N.Nelson; Status - no data 
#        Notes: Data removed from file because instrument broken
# References:
#        Cruise report available at http://cchdo.ucsd.edu/cruise/33RO20150410
#
# Following American Geophysical Union recommendations, the data should be
# cited as: "data provider(s), cruise name or cruise ID, data file name(s),
# CLIVAR and Carbon Hydrographic Data Office, La Jolla, CA, USA, and data
# file date." For further information, please contact one of the parties
# listed above or cchdo@ucsd.edu. Users are also requested to acknowledge
# the NSF/NOAA-funded U.S. Repeat Hydrography Program in publications resulting
# from their use.
# 
# Parameters removed from Exchange file: XMISS,FLUOR
# Parameters merged into Exchange file: CTDBEAMCP,CTDBEAMCP_FLAG_W
# CTD,20160323CCHSIOSEE - Previous Time Stamp 
#     LATITUDE_UNITS = degrees_North
#     LONGITUDE_UNITS = degrees_East
#     DATE_UNITS: YYYYMMDD
#     TIME_UNITS = HHMM
#     SECT_ID:  changed value from P16N to P16N/1,  for Leg 1
#     Originator file name = p16n_0191_ct1.csv
#     Originator Time Stamp and Comments
#        CTD,20160208PMELNOAAKEM
#        #CODE:  ctd_to_csv.m KEM 2/08/16
#        #SUMFILE_NAME:  p16n_kem.sum 2/08/16
#        #CTDFILE_NAME:  rh10191.ctd
#        #DEPTH_TYPE:  CORR
#        #EVENT_CODE:  BO
NUMBER_HEADERS = 10
EXPOCODE = 33RO20150410
SECT_ID = P16N/1
STNNBR = 19
CASTNO = 1
DATE = 20150416
TIME = 1311
LATITUDE = -7.4995
LONGITUDE = -151.0002
DEPTH =  5305
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDNOBS,CTDBEAMCP,CTDBEAMCP_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,,/METER,
       3.0,2,   28.7234,2,   35.4904,2,     197.3,2,        22,    0.0666,2
       4.0,2,   28.7227,2,   35.4905,2,     196.9,2,        61,    0.0657,2
       5.0,2,   28.7233,2,   35.4906,2,     196.5,2,        51,    0.0657,2
       6.0,2,   28.7239,2,   35.4906,2,     196.5,2,        44,    0.0661,2
       7.0,2,   28.7240,2,   35.4905,2,     196.9,2,        40,    0.0657,2
       8.0,2,   28.7236,2,   35.4907,2,     197.3,2,        33,    0.0657,2
       9.0,2,   28.7224,2,   35.4907,2,     197.1,2,        43,    0.0661,2
      10.0,2,   28.7221,2,   35.4906,2,     197.0,2,        46,    0.0657,2
      11.0,2,   28.7219,2,   35.4905,2,     196.9,2,        46,    0.0657,2
      12.0,2,   28.7216,2,   35.4904,2,     196.9,2,        47,    0.0657,2
      13.0,2,   28.7216,2,   35.4904,2,     197.1,2,        56,    0.0666,2
      14.0,2,   28.7219,2,   35.4905,2,     196.9,2,        34,    0.0657,2
      15.0,2,   28.7222,2,   35.4904,2,     197.0,2,        30,    0.0661,2
      16.0,2,   28.7224,2,   35.4904,2,     197.0,2,        56,    0.0666,2
      17.0,2,   28.7224,2,   35.4904,2,     196.8,2,        66,    0.0661,2
      18.0,2,   28.7226,2,   35.4903,2,     196.8,2,        54,    0.0657,2
      19.0,2,   28.7228,2,   35.4903,2,     196.7,2,        37,    0.0661,2
      20.0,2,   28.7223,2,   35.4902,2,     196.7,2,        31,    0.0661,2
      21.0,2,   28.7219,2,   35.4901,2,     196.7,2,        39,    0.0661,2
      22.0,2,   28.7218,2,   35.4899,2,     197.0,2,        67,    0.0657,2
      23.0,2,   28.7224,2,   35.4898,2,     197.1,2,        53,    0.0657,2
      24.0,2,   28.7232,2,   35.4898,2,     197.0,2,        41,    0.0661,2
      25.0,2,   28.7239,2,   35.4895,2,     197.0,2,        65,    0.0661,2
      26.0,2,   28.7252,2,   35.4893,2,     196.9,2,        45,    0.0661,2
      27.0,2,   28.7259,2,   35.4891,2,     197.0,2,        27,    0.0678,2
      28.0,2,   28.7263,2,   35.4890,2,     197.1,2,        33,    0.0661,2
      29.0,2,   28.7268,2,   35.4890,2,     197.3,2,        41,    0.0666,2
      30.0,2,   28.7281,2,   35.4890,2,     197.3,2,        37,    0.0661,2
      31.0,2,   28.7304,2,   35.4891,2,     197.1,2,        49,    0.0666,2
      32.0,2,   28.7315,2,   35.4891,2,     197.4,2,        58,    0.0666,2
      33.0,2,   28.7315,2,   35.4890,2,     197.8,2,        40,    0.0666,2
      34.0,2,   28.7310,2,   35.4891,2,     197.1,2,        41,    0.0661,2
      35.0,2,   28.7314,2,   35.4891,2,     197.1,2,        52,    0.0661,2
      36.0,2,   28.7317,2,   35.4892,2,     197.1,2,        39,    0.0678,2
      37.0,2,   28.7321,2,   35.4893,2,     197.1,2,        56,    0.0661,2
      38.0,2,   28.7325,2,   35.4894,2,     197.1,2,        57,    0.0666,2
      39.0,2,   28.7327,2,   35.4893,2,     197.3,2,        47,    0.0661,2
      40.0,2,   28.7326,2,   35.4893,2,     197.5,2,        40,    0.0666,2
      41.0,2,   28.7322,2,   35.4893,2,     197.5,2,        36,    0.0678,2
      42.0,2,   28.7323,2,   35.4893,2,     197.5,2,        40,    0.0670,2
      43.0,2,   28.7325,2,   35.4894,2,     197.4,2,        54,    0.0670,2
      44.0,2,   28.7328,2,   35.4895,2,     197.3,2,        35,    0.0670,2
      45.0,2,   28.7332,2,   35.4896,2,     197.1,2,        26,    0.0670,2
      46.0,2,   28.7340,2,   35.4899,2,     197.1,2,        27,    0.0661,2
      47.0,2,   28.7354,2,   35.4903,2,     197.2,2,        49,    0.0666,2
      48.0,2,   28.7357,2,   35.4901,2,     197.2,2,        57,    0.0670,2
      49.0,2,   28.7358,2,   35.4901,2,     197.1,2,        40,    0.0666,2
      50.0,2,   28.7359,2,   35.4900,2,     197.2,2,        44,    0.0666,2
      51.0,2,   28.7359,2,   35.4897,2,     197.0,2,        28,    0.0670,2
      52.0,2,   28.7362,2,   35.4896,2,     197.0,2,        32,    0.0666,2
      53.0,2,   28.7362,2,   35.4893,2,     197.0,2,        55,    0.0666,2
      54.0,2,   28.7366,2,   35.4893,2,     196.9,2,        66,    0.0666,2
      55.0,2,   28.7370,2,   35.4892,2,     197.0,2,        45,    0.0666,2
      56.0,2,   28.7370,2,   35.4885,2,     197.0,2,        64,    0.0670,2
      57.0,2,   28.7368,2,   35.4880,2,     197.2,2,        33,    0.0682,2
      58.0,2,   28.7367,2,   35.4886,2,     197.3,2,        27,    0.0666,2
      59.0,2,   28.7369,2,   35.4889,2,     197.5,2,        30,    0.0674,2
      60.0,2,   28.7372,2,   35.4893,2,     197.9,2,        41,    0.0661,2
      61.0,2,   28.7373,2,   35.4892,2,     197.0,2,        59,    0.0666,2
      62.0,2,   28.7376,2,   35.4891,2,     197.0,2,        39,    0.0670,2
      63.0,2,   28.7379,2,   35.4889,2,     197.3,2,        26,    0.0678,2
      64.0,2,   28.7382,2,   35.4892,2,     197.5,2,        21,    0.0666,2
      65.0,2,   28.7386,2,   35.4896,2,     198.0,2,        24,    0.0666,2
      66.0,2,   28.7388,2,   35.4894,2,     197.6,2,        43,    0.0674,2
      67.0,2,   28.7394,2,   35.4894,2,     197.3,2,        47,    0.0661,2
      68.0,2,   28.7435,2,   35.4946,2,     197.2,2,        23,    0.0661,2
      69.0,2,   28.7501,2,   35.5016,2,     197.2,2,        21,    0.0661,2
