CTD,20170918CCHSIOSEE
# SHIP: R/V Ron Brown
# DATES: 20150410 to 20150513
# Region:  NE Pacific, Leg 1 of P16N
# Chief Scientist: Jessica Cross & Samantha Siedlecki
# CTDO: Who - G.Johnson:NOAA, Molly Baringer:NOAA; Status - final
# Transmissometer (CTDBEAMCP): Who - W.Gardner, TAMU; Status - final
#        Notes: beam attenuation units, 1/m
#        Instrument: Wetlabs C-Star Transmissometer, 650 nm 0.25m pathlength, SN:1636
#        Data Notes: With W.Gardner's permission, for a few profiles,
#                    removed up to the first two and/or the last samples of the
#                    submitted CTDBEAMCP profile to match the pressures
#                    of the existing CTD file. 
# Fluorometer : Who - N.Nelson; Status - no data 
#        Notes: Data removed from file because instrument broken
# References:
#        Cruise report available at http://cchdo.ucsd.edu/cruise/33RO20150410
#
# Following American Geophysical Union recommendations, the data should be
# cited as: "data provider(s), cruise name or cruise ID, data file name(s),
# CLIVAR and Carbon Hydrographic Data Office, La Jolla, CA, USA, and data
# file date." For further information, please contact one of the parties
# listed above or cchdo@ucsd.edu. Users are also requested to acknowledge
# the NSF/NOAA-funded U.S. Repeat Hydrography Program in publications resulting
# from their use.
# 
# Parameters removed from Exchange file: XMISS,FLUOR
# Parameters merged into Exchange file: CTDBEAMCP,CTDBEAMCP_FLAG_W
# CTD,20160323CCHSIOSEE - Previous Time Stamp 
#     LATITUDE_UNITS = degrees_North
#     LONGITUDE_UNITS = degrees_East
#     DATE_UNITS: YYYYMMDD
#     TIME_UNITS = HHMM
#     SECT_ID:  changed value from P16N to P16N/1,  for Leg 1
#     Originator file name = p16n_0151_ct1.csv
#     Originator Time Stamp and Comments
#        CTD,20160208PMELNOAAKEM
#        #CODE:  ctd_to_csv.m KEM 2/08/16
#        #SUMFILE_NAME:  p16n_kem.sum 2/08/16
#        #CTDFILE_NAME:  rh10151.ctd
#        #DEPTH_TYPE:  CORR
#        #EVENT_CODE:  BO
NUMBER_HEADERS = 10
EXPOCODE = 33RO20150410
SECT_ID = P16N/1
STNNBR = 15
CASTNO = 1
DATE = 20150415
TIME = 0830
LATITUDE = -9.5
LONGITUDE = -150.9998
DEPTH =  4929
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDNOBS,CTDBEAMCP,CTDBEAMCP_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,,/METER,
       3.0,2,   29.1157,2,   35.7114,2,     192.4,2,        45,    0.0471,2
       4.0,2,   29.1155,2,   35.7112,2,     193.5,2,        45,    0.0471,2
       5.0,2,   29.1159,2,   35.7111,2,     193.0,2,        38,    0.0467,2
       6.0,2,   29.1177,2,   35.7112,2,     192.9,2,        29,    0.0471,2
       7.0,2,   29.1184,2,   35.7114,2,     193.4,2,        38,    0.0471,2
       8.0,2,   29.1197,2,   35.7113,2,     193.3,2,        49,    0.0467,2
       9.0,2,   29.1196,2,   35.7107,2,     193.9,2,        35,    0.0471,2
      10.0,2,   29.1200,2,   35.7107,2,     192.9,2,        43,    0.0471,2
      11.0,2,   29.1213,2,   35.7105,2,     193.0,2,        48,    0.0471,2
      12.0,2,   29.1196,2,   35.7107,2,     193.0,2,        52,    0.0475,2
      13.0,2,   29.1187,2,   35.7106,2,     193.2,2,        51,    0.0475,2
      14.0,2,   29.1195,2,   35.7106,2,     192.8,2,        47,    0.0475,2
      15.0,2,   29.1188,2,   35.7107,2,     192.7,2,        47,    0.0471,2
      16.0,2,   29.1217,2,   35.7105,2,     193.2,2,        42,    0.0471,2
      17.0,2,   29.1206,2,   35.7106,2,     192.5,2,        51,    0.0471,2
      18.0,2,   29.1166,2,   35.7107,2,     193.2,2,        43,    0.0471,2
      19.0,2,   29.1171,2,   35.7108,2,     193.6,2,        34,    0.0471,2
      20.0,2,   29.1196,2,   35.7107,2,     193.5,2,        41,    0.0471,2
      21.0,2,   29.1219,2,   35.7107,2,     192.8,2,        49,    0.0471,2
      22.0,2,   29.1203,2,   35.7106,2,     193.5,2,        34,    0.0471,2
      23.0,2,   29.1195,2,   35.7107,2,     193.1,2,        31,    0.0471,2
      24.0,2,   29.1192,2,   35.7107,2,     192.1,2,        39,    0.0471,2
      25.0,2,   29.1199,2,   35.7108,2,     193.6,2,        49,    0.0475,2
      26.0,2,   29.1204,2,   35.7107,2,     193.8,2,        56,    0.0471,2
      27.0,2,   29.1211,2,   35.7107,2,     193.1,2,        50,    0.0471,2
      28.0,2,   29.1209,2,   35.7107,2,     193.1,2,        39,    0.0479,2
      29.0,2,   29.1219,2,   35.7107,2,     193.7,2,        53,    0.0471,2
      30.0,2,   29.1226,2,   35.7108,2,     193.1,2,        38,    0.0471,2
