CTD,20170918CCHSIOSEE
# SHIP: R/V Ron Brown
# DATES: 20150410 to 20150513
# Region:  NE Pacific, Leg 1 of P16N
# Chief Scientist: Jessica Cross & Samantha Siedlecki
# CTDO: Who - G.Johnson:NOAA, Molly Baringer:NOAA; Status - final
# Transmissometer (CTDBEAMCP): Who - W.Gardner, TAMU; Status - final
#        Notes: beam attenuation units, 1/m
#        Instrument: Wetlabs C-Star Transmissometer, 650 nm 0.25m pathlength, SN:1636
#        Data Notes: With W.Gardner's permission, for a few profiles,
#                    removed up to the first two and/or the last samples of the
#                    submitted CTDBEAMCP profile to match the pressures
#                    of the existing CTD file. 
# Fluorometer : Who - N.Nelson; Status - no data 
#        Notes: Data removed from file because instrument broken
# References:
#        Cruise report available at http://cchdo.ucsd.edu/cruise/33RO20150410
#
# Following American Geophysical Union recommendations, the data should be
# cited as: "data provider(s), cruise name or cruise ID, data file name(s),
# CLIVAR and Carbon Hydrographic Data Office, La Jolla, CA, USA, and data
# file date." For further information, please contact one of the parties
# listed above or cchdo@ucsd.edu. Users are also requested to acknowledge
# the NSF/NOAA-funded U.S. Repeat Hydrography Program in publications resulting
# from their use.
# 
# Parameters removed from Exchange file: XMISS,FLUOR
# Parameters merged into Exchange file: CTDBEAMCP,CTDBEAMCP_FLAG_W
# CTD,20160323CCHSIOSEE - Previous Time Stamp 
#     LATITUDE_UNITS = degrees_North
#     LONGITUDE_UNITS = degrees_East
#     DATE_UNITS: YYYYMMDD
#     TIME_UNITS = HHMM
#     SECT_ID:  changed value from P16N to P16N/1,  for Leg 1
#     Originator file name = p16n_0692_ct1.csv
#     Originator Time Stamp and Comments
#        CTD,20160208PMELNOAAKEM
#        #CODE:  ctd_to_csv.m KEM 2/08/16
#        #SUMFILE_NAME:  p16n_kem.sum 2/08/16
#        #CTDFILE_NAME:  rh10692.ctd
#        #DEPTH_TYPE:  CORR
#        #EVENT_CODE:  BO
NUMBER_HEADERS = 10
EXPOCODE = 33RO20150410
SECT_ID = P16N/1
STNNBR = 69
CASTNO = 2
DATE = 20150429
TIME = 0016
LATITUDE = 2.9957
LONGITUDE = -151.0005
DEPTH =  5112
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDNOBS,CTDBEAMCP,CTDBEAMCP_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,,/METER,
       3.0,2,   29.0695,2,   35.0635,2,     195.2,2,         6,    0.0706,2
       4.0,2,   29.0428,2,   35.0667,2,     194.3,2,        59,    0.0698,2
       5.0,2,   29.0322,2,   35.0673,2,     195.3,2,        42,    0.0714,2
       6.0,2,   29.0216,2,   35.0678,2,     196.2,2,        35,    0.0718,2
       7.0,2,   29.0110,2,   35.0684,2,     197.2,2,        33,    0.0722,2
       8.0,2,   28.9594,2,   35.0737,2,     197.4,2,        44,    0.0739,2
       9.0,2,   28.8825,2,   35.0775,2,     197.4,2,        36,    0.0784,2
      10.0,2,   28.8642,2,   35.0778,2,     198.2,2,        54,    0.0784,2
      11.0,2,   28.8622,2,   35.0787,2,     198.4,2,        39,    0.0792,2
      12.0,2,   28.8567,2,   35.0787,2,     198.4,2,        27,    0.0796,2
      13.0,2,   28.8527,2,   35.0791,2,     198.3,2,        24,    0.0820,2
      14.0,2,   28.8451,2,   35.0789,2,     197.9,2,        32,    0.0804,2
      15.0,2,   28.8399,2,   35.0787,2,     197.7,2,        44,    0.0824,2
      16.0,2,   28.8365,2,   35.0789,2,     198.3,2,        32,    0.0837,2
      17.0,2,   28.8341,2,   35.0786,2,     198.4,2,        29,    0.0841,2
      18.0,2,   28.8298,2,   35.0785,2,     199.1,2,        35,    0.0845,2
      19.0,2,   28.8256,2,   35.0785,2,     199.8,2,        30,    0.0869,2
      20.0,2,   28.8231,2,   35.0785,2,     198.8,2,        32,    0.0853,2
      21.0,2,   28.8212,2,   35.0789,2,     198.4,2,        29,    0.0857,2
      22.0,2,   28.8175,2,   35.0789,2,     198.6,2,        17,    0.0878,2
      23.0,2,   28.8150,2,   35.0790,2,     198.8,2,        17,    0.0882,2
      24.0,2,   28.8129,2,   35.0790,2,     199.0,2,        19,    0.0878,2
      25.0,2,   28.8110,2,   35.0793,2,     199.1,2,        32,    0.0878,2
      26.0,2,   28.8105,2,   35.0797,2,     199.6,2,        20,    0.0873,2
      27.0,2,   28.8102,2,   35.0801,2,     199.8,2,        22, -999.0000,9
      28.0,2,   28.8101,2,   35.0808,2,     199.8,2,        37,    0.0873,2
      29.0,2,   28.8089,2,   35.0814,2,     200.1,2,        38,    0.0865,2
      30.0,2,   28.8080,2,   35.0821,2,     199.9,2,        23,    0.0869,2
      31.0,2,   28.8082,2,   35.0832,2,     199.7,2,        38,    0.0873,2
      32.0,2,   28.8084,2,   35.0842,2,     199.7,2,        27,    0.0865,2
      33.0,2,   28.8083,2,   35.0848,2,     200.0,2,        23,    0.0865,2
      34.0,2,   28.8076,2,   35.0853,2,     200.0,2,        33,    0.0861,2
      35.0,2,   28.8067,2,   35.0853,2,     199.7,2,        48,    0.0878,2
      36.0,2,   28.8052,2,   35.0873,2,     199.7,2,        38,    0.0865,2
      37.0,2,   28.8049,2,   35.0928,2,     199.7,2,        50,    0.0841,2
      38.0,2,   28.8052,2,   35.1063,2,     200.4,2,        37,    0.0833,2
