CTD,20170918CCHSIOSEE
# SHIP: R/V Ron Brown
# DATES: 20150410 to 20150513
# Region:  NE Pacific, Leg 1 of P16N
# Chief Scientist: Jessica Cross & Samantha Siedlecki
# CTDO: Who - G.Johnson:NOAA, Molly Baringer:NOAA; Status - final
# Transmissometer (CTDBEAMCP): Who - W.Gardner, TAMU; Status - final
#        Notes: beam attenuation units, 1/m
#        Instrument: Wetlabs C-Star Transmissometer, 650 nm 0.25m pathlength, SN:1636
#        Data Notes: With W.Gardner's permission, for a few profiles,
#                    removed up to the first two and/or the last samples of the
#                    submitted CTDBEAMCP profile to match the pressures
#                    of the existing CTD file. 
# Fluorometer : Who - N.Nelson; Status - no data 
#        Notes: Data removed from file because instrument broken
# References:
#        Cruise report available at http://cchdo.ucsd.edu/cruise/33RO20150410
#
# Following American Geophysical Union recommendations, the data should be
# cited as: "data provider(s), cruise name or cruise ID, data file name(s),
# CLIVAR and Carbon Hydrographic Data Office, La Jolla, CA, USA, and data
# file date." For further information, please contact one of the parties
# listed above or cchdo@ucsd.edu. Users are also requested to acknowledge
# the NSF/NOAA-funded U.S. Repeat Hydrography Program in publications resulting
# from their use.
# 
# Parameters removed from Exchange file: XMISS,FLUOR
# Parameters merged into Exchange file: CTDBEAMCP,CTDBEAMCP_FLAG_W
# CTD,20160323CCHSIOSEE - Previous Time Stamp 
#     LATITUDE_UNITS = degrees_North
#     LONGITUDE_UNITS = degrees_East
#     DATE_UNITS: YYYYMMDD
#     TIME_UNITS = HHMM
#     SECT_ID:  changed value from P16N to P16N/1,  for Leg 1
#     Originator file name = p16n_0561_ct1.csv
#     Originator Time Stamp and Comments
#        CTD,20160208PMELNOAAKEM
#        #CODE:  ctd_to_csv.m KEM 2/08/16
#        #SUMFILE_NAME:  p16n_kem.sum 2/08/16
#        #CTDFILE_NAME:  rh10561.ctd
#        #DEPTH_TYPE:  CORR
#        #EVENT_CODE:  BO
NUMBER_HEADERS = 10
EXPOCODE = 33RO20150410
SECT_ID = P16N/1
STNNBR = 56
CASTNO = 1
DATE = 20150426
TIME = 0145
LATITUDE = 0.74133
LONGITUDE = -150.9997
DEPTH =  4218
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDNOBS,CTDBEAMCP,CTDBEAMCP_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,,/METER,
       4.0,2,   28.6283,2,   35.1039,2,     196.0,2,        49,    0.0755,2
       5.0,2,   28.5678,2,   35.1014,2,     195.8,2,        40,    0.0727,2
       6.0,2,   28.4891,2,   35.1017,2,     196.4,2,        39,    0.0739,2
       7.0,2,   28.4389,2,   35.1006,2,     196.4,2,        32,    0.0751,2
       8.0,2,   28.3886,2,   35.0996,2,     196.5,2,        34,    0.0824,2
       9.0,2,   28.3383,2,   35.0986,2,     196.5,2,        53,    0.0824,2
      10.0,2,   28.3411,2,   35.0992,2,     196.3,2,        58,    0.0816,2
      11.0,2,   28.2976,2,   35.0989,2,     196.3,2,        42,    0.0845,2
      12.0,2,   28.2541,2,   35.0987,2,     196.3,2,        52,    0.0878,2
      13.0,2,   28.2106,2,   35.0984,2,     196.3,2,        47,    0.0869,2
      14.0,2,   28.2054,2,   35.0976,2,     196.7,2,        33,    0.0878,2
      15.0,2,   28.1950,2,   35.0975,2,     196.7,2,        37,    0.0873,2
      16.0,2,   28.1883,2,   35.0973,2,     196.5,2,        43,    0.0886,2
      17.0,2,   28.1685,2,   35.0962,2,     196.4,2,        38,    0.0898,2
      18.0,2,   28.1618,2,   35.0957,2,     196.5,2,        29,    0.0906,2
      19.0,2,   28.1518,2,   35.0947,2,     196.3,2,        32,    0.0935,2
      20.0,2,   28.1427,2,   35.0939,2,     195.9,2,        41,    0.0914,2
      21.0,2,   28.1397,2,   35.0937,2,     196.1,2,        45,    0.0935,2
      22.0,2,   28.1318,2,   35.0929,2,     196.1,2,        36,    0.0939,2
      23.0,2,   28.1268,2,   35.0923,2,     196.4,2,        63,    0.0947,2
      24.0,2,   28.1172,2,   35.0914,2,     196.1,2,        53,    0.0939,2
      25.0,2,   28.1087,2,   35.0910,2,     195.6,2,        44,    0.0923,2
      26.0,2,   28.0981,2,   35.0910,2,     195.9,2,        39,    0.0931,2
      27.0,2,   28.0903,2,   35.0906,2,     195.7,2,        46,    0.0927,2
      28.0,2,   28.0794,2,   35.0899,2,     195.8,2,        59,    0.0931,2
      29.0,2,   28.0679,2,   35.0890,2,     196.0,2,        45,    0.0923,2
      30.0,2,   28.0582,2,   35.0882,2,     195.6,2,        53,    0.0923,2
      31.0,2,   28.0469,2,   35.0873,2,     195.5,2,        55,    0.0927,2
