CTD,20170918CCHSIOSEE
# SHIP: R/V Ron Brown
# DATES: 20150410 to 20150513
# Region:  NE Pacific, Leg 1 of P16N
# Chief Scientist: Jessica Cross & Samantha Siedlecki
# CTDO: Who - G.Johnson:NOAA, Molly Baringer:NOAA; Status - final
# Transmissometer (CTDBEAMCP): Who - W.Gardner, TAMU; Status - final
#        Notes: beam attenuation units, 1/m
#        Instrument: Wetlabs C-Star Transmissometer, 650 nm 0.25m pathlength, SN:1636
#        Data Notes: With W.Gardner's permission, for a few profiles,
#                    removed up to the first two and/or the last samples of the
#                    submitted CTDBEAMCP profile to match the pressures
#                    of the existing CTD file. 
# Fluorometer : Who - N.Nelson; Status - no data 
#        Notes: Data removed from file because instrument broken
# References:
#        Cruise report available at http://cchdo.ucsd.edu/cruise/33RO20150410
#
# Following American Geophysical Union recommendations, the data should be
# cited as: "data provider(s), cruise name or cruise ID, data file name(s),
# CLIVAR and Carbon Hydrographic Data Office, La Jolla, CA, USA, and data
# file date." For further information, please contact one of the parties
# listed above or cchdo@ucsd.edu. Users are also requested to acknowledge
# the NSF/NOAA-funded U.S. Repeat Hydrography Program in publications resulting
# from their use.
# 
# Parameters removed from Exchange file: XMISS,FLUOR
# Parameters merged into Exchange file: CTDBEAMCP,CTDBEAMCP_FLAG_W
# CTD,20160323CCHSIOSEE - Previous Time Stamp 
#     LATITUDE_UNITS = degrees_North
#     LONGITUDE_UNITS = degrees_East
#     DATE_UNITS: YYYYMMDD
#     TIME_UNITS = HHMM
#     SECT_ID:  changed value from P16N to P16N/1,  for Leg 1
#     Originator file name = p16n_0131_ct1.csv
#     Originator Time Stamp and Comments
#        CTD,20160208PMELNOAAKEM
#        #CODE:  ctd_to_csv.m KEM 2/08/16
#        #SUMFILE_NAME:  p16n_kem.sum 2/08/16
#        #CTDFILE_NAME:  rh10131.ctd
#        #DEPTH_TYPE:  CORR
#        #EVENT_CODE:  BO
NUMBER_HEADERS = 10
EXPOCODE = 33RO20150410
SECT_ID = P16N/1
STNNBR = 13
CASTNO = 1
DATE = 20150414
TIME = 1816
LATITUDE = -10.4983
LONGITUDE = -150.9993
DEPTH =  4948
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDNOBS,CTDBEAMCP,CTDBEAMCP_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,,/METER,
       2.0,2,   29.0993,3,   35.7902,3,     191.9,3,        16,    0.0398,2
       3.0,2,   29.0995,3,   35.7899,3,     191.9,3,        47,    0.0394,2
       4.0,2,   29.0993,2,   35.7899,2,     192.2,2,        34,    0.0398,2
       5.0,2,   29.0980,2,   35.7899,2,     192.3,2,        39,    0.0402,2
       6.0,2,   29.0971,2,   35.7899,2,     192.3,2,        33,    0.0398,2
       7.0,2,   29.0968,2,   35.7899,2,     192.8,2,        36,    0.0394,2
       8.0,2,   29.0971,2,   35.7898,2,     193.2,2,        52,    0.0402,2
       9.0,2,   29.0943,2,   35.7899,2,     192.8,2,        43,    0.0398,2
      10.0,2,   29.0938,2,   35.7897,2,     192.4,2,        44,    0.0410,2
      11.0,2,   29.0951,2,   35.7898,2,     192.4,2,        51,    0.0406,2
      12.0,2,   29.0965,2,   35.7899,2,     192.5,2,        37,    0.0398,2
      13.0,2,   29.0976,2,   35.7899,2,     192.6,2,        42,    0.0390,2
      14.0,2,   29.0986,2,   35.7899,2,     192.6,2,        51,    0.0394,2
      15.0,2,   29.0996,2,   35.7900,2,     192.6,2,        41,    0.0398,2
      16.0,2,   29.1004,2,   35.7900,2,     192.7,2,        27,    0.0398,2
      17.0,2,   29.1011,2,   35.7900,2,     192.8,2,        30,    0.0398,2
      18.0,2,   29.1018,2,   35.7900,2,     192.8,2,        58,    0.0398,2
      19.0,2,   29.1016,2,   35.7900,2,     192.9,2,        40,    0.0398,2
      20.0,2,   29.1015,2,   35.7900,2,     192.9,2,        35,    0.0394,2
      21.0,2,   29.1013,2,   35.7900,2,     192.9,2,        35,    0.0398,2
      22.0,2,   29.1007,2,   35.7899,2,     192.9,2,        41,    0.0390,2
      23.0,2,   29.1003,2,   35.7900,2,     193.0,2,        43,    0.0394,2
      24.0,2,   29.1005,2,   35.7900,2,     193.0,2,        34,    0.0394,2
      25.0,2,   29.1004,2,   35.7900,2,     193.0,2,        39,    0.0390,2
      26.0,2,   29.1007,2,   35.7900,2,     192.9,2,        46,    0.0398,2
      27.0,2,   29.1012,2,   35.7899,2,     192.6,2,        34,    0.0390,2
      28.0,2,   29.1016,2,   35.7899,2,     192.6,2,        32,    0.0394,2
      29.0,2,   29.1022,2,   35.7899,2,     192.5,2,        36,    0.0394,2
      30.0,2,   29.1031,2,   35.7899,2,     192.6,2,        44,    0.0394,2
      31.0,2,   29.1041,2,   35.7900,2,     192.8,2,        44,    0.0398,2
      32.0,2,   29.1054,2,   35.7900,2,     192.8,2,        35,    0.0394,2
      33.0,2,   29.1074,2,   35.7900,2,     192.7,2,        26,    0.0398,2
      34.0,2,   29.1090,2,   35.7899,2,     192.7,2,        28,    0.0406,2
      35.0,2,   29.1091,2,   35.7900,2,     193.0,2,        32,    0.0394,2
      36.0,2,   29.1089,2,   35.7899,2,     192.9,2,        42,    0.0402,2
      37.0,2,   29.1070,2,   35.7895,2,     192.7,2,        47,    0.0410,2
      38.0,2,   29.1079,2,   35.7894,2,     192.5,2,        53,    0.0398,2
      39.0,2,   29.1079,2,   35.7892,2,     191.7,2,        45,    0.0398,2
      40.0,2,   29.1095,2,   35.7895,2,     192.5,2,        41,    0.0402,2
      41.0,2,   29.1112,2,   35.7895,2,     193.0,2,        33,    0.0406,2
      42.0,2,   29.1114,2,   35.7896,2,     192.8,2,        48,    0.0402,2
      43.0,2,   29.1111,2,   35.7897,2,     192.9,2,        70,    0.0402,2
      44.0,2,   29.1108,2,   35.7898,2,     192.8,2,        56,    0.0402,2
      45.0,2,   29.1102,2,   35.7898,2,     192.4,2,        38,    0.0398,2
      46.0,2,   29.1107,2,   35.7904,2,     192.8,2,        44,    0.0402,2
      47.0,2,   29.1098,2,   35.7915,2,     193.0,2,        54,    0.0406,2
      48.0,2,   29.1108,2,   35.7911,2,     193.1,2,        63,    0.0402,2
      49.0,2,   29.1099,2,   35.7919,2,     193.1,2,        43,    0.0394,2
      50.0,2,   29.1094,2,   35.7925,2,     192.9,2,        35,    0.0398,2
      51.0,2,   29.1089,2,   35.7929,2,     192.7,2,        29,    0.0422,2
      52.0,2,   29.1087,2,   35.7934,2,     193.1,2,        35,    0.0410,2
      53.0,2,   29.1097,2,   35.7928,2,     193.0,2,        45,    0.0410,2
      54.0,2,   29.1076,2,   35.7948,2,     193.1,2,        30,    0.0406,2
      55.0,2,   29.0985,2,   35.8017,2,     193.5,2,        30,    0.0414,2
      56.0,2,   29.0965,2,   35.8029,2,     193.1,2,        32,    0.0414,2
      57.0,2,   29.0753,2,   35.8125,2,     193.3,2,        42,    0.0422,2
      58.0,2,   28.9672,2,   35.8548,2,     193.6,2,        60,    0.0451,2
      59.0,2,   28.8572,2,   35.8936,2,     194.1,2,        53,    0.0515,2
      60.0,2,   28.8138,2,   35.9048,2,     195.0,2,        30,    0.0511,2
      61.0,2,   28.7973,2,   35.9088,2,     195.0,2,        23,    0.0503,2
      62.0,2,   28.7856,2,   35.9118,2,     194.7,2,        24,    0.0503,2
      63.0,2,   28.7717,2,   35.9152,2,     194.4,2,        28,    0.0507,2
      64.0,2,   28.7505,2,   35.9208,2,     194.2,2,        30,    0.0503,2
      65.0,2,   28.7154,2,   35.9306,2,     194.5,2,        38,    0.0503,2
      66.0,2,   28.6779,2,   35.9423,2,     194.6,2,        57,    0.0511,2
      67.0,2,   28.6143,2,   35.9705,2,     194.8,2,        35,    0.0548,2
      68.0,2,   28.5563,2,   35.9877,2,     194.2,2,        53,    0.0532,2
      69.0,2,   28.5048,2,   36.0025,2,     194.8,2,        33,    0.0519,2
      70.0,2,   28.4424,2,   36.0185,2,     194.8,2,        20,    0.0532,2
      71.0,2,   28.4064,2,   36.0261,2,     194.2,2,        19,    0.0536,2
      72.0,2,   28.3885,2,   36.0300,2,     194.4,2,        21,    0.0544,2
      73.0,2,   28.3715,2,   36.0342,2,     193.8,2,        26,    0.0556,2
      74.0,2,   28.3104,2,   36.0527,2,     193.6,2,        33,    0.0568,2
      75.0,2,   28.2451,2,   36.0715,2,     193.5,2,        44,    0.0560,2
      76.0,2,   28.2092,2,   36.0801,2,     193.4,2,        29,    0.0572,2
      77.0,2,   28.1962,2,   36.0826,2,     192.8,2,        24,    0.0556,2
      78.0,2,   28.1691,2,   36.0918,2,     191.7,2,        27,    0.0540,2
      79.0,2,   28.0040,2,   36.1336,2,     191.6,2,        25,    0.0552,2
      80.0,2,   27.7981,2,   36.1737,2,     190.8,2,        27,    0.0536,2
      81.0,2,   27.7344,2,   36.1887,2,     188.6,2,        35,    0.0540,2
      82.0,2,   27.6792,2,   36.1984,2,     185.8,2,        32,    0.0523,2
      83.0,2,   27.6322,2,   36.2071,2,     185.0,2,        30,    0.0532,2
      84.0,2,   27.6147,2,   36.2102,2,     184.6,2,        38,    0.0527,2
      85.0,2,   27.5852,2,   36.2154,2,     184.0,2,        42,    0.0523,2
      86.0,2,   27.5391,2,   36.2236,2,     183.5,2,        43,    0.0519,2
      87.0,2,   27.5251,2,   36.2261,2,     182.6,2,        32,    0.0511,2
      88.0,2,   27.5180,2,   36.2273,2,     182.3,2,        24,    0.0511,2
      89.0,2,   27.5037,2,   36.2298,2,     182.1,2,        21,    0.0511,2
      90.0,2,   27.4763,2,   36.2329,2,     182.0,2,        21,    0.0511,2
      91.0,2,   27.4239,2,   36.2422,2,     182.2,2,        21,    0.0511,2
      92.0,2,   27.4042,2,   36.2464,2,     182.0,2,        28,    0.0515,2
      93.0,2,   27.3844,2,   36.2540,2,     181.7,2,        38,    0.0507,2
      94.0,2,   27.3588,2,   36.2619,2,     181.4,2,        39,    0.0503,2
      95.0,2,   27.3304,2,   36.2678,2,     180.9,2,        25,    0.0499,2
      96.0,2,   27.3142,2,   36.2741,2,     180.8,2,        25,    0.0495,2
      97.0,2,   27.3012,2,   36.2764,2,     180.4,2,        23,    0.0483,2
      98.0,2,   27.2966,2,   36.2779,2,     179.8,2,        22,    0.0487,2
      99.0,2,   27.2749,2,   36.2814,2,     179.8,2,        24,    0.0487,2
     100.0,2,   27.1431,2,   36.2990,2,     180.1,2,        31,    0.0487,2
     101.0,2,   27.0852,2,   36.3053,2,     178.0,2,        34,    0.0475,2
     102.0,2,   27.0157,2,   36.2998,2,     176.5,2,        42,    0.0455,2
     103.0,2,   26.9935,2,   36.2973,2,     174.9,2,        45,    0.0438,2
     104.0,2,   26.9866,2,   36.2969,2,     174.4,2,        41,    0.0438,2
     105.0,2,   26.9664,2,   36.2958,2,     175.0,2,        32,    0.0438,2
     106.0,2,   26.9441,2,   36.2954,2,     175.1,2,        32,    0.0434,2
     107.0,2,   26.9384,2,   36.2954,2,     174.5,2,        29,    0.0438,2
     108.0,2,   26.9294,2,   36.2952,2,     174.0,2,        22,    0.0434,2
     109.0,2,   26.9088,2,   36.2954,2,     174.1,2,        19,    0.0438,2
     110.0,2,   26.8774,2,   36.2954,2,     174.1,2,        18,    0.0442,2
     111.0,2,   26.8064,2,   36.3021,2,     174.3,2,        24,    0.0426,2
     112.0,2,   26.7216,2,   36.3330,2,     174.1,2,        40,    0.0414,2
     113.0,2,   26.6746,2,   36.3558,2,     174.8,2,        43,    0.0390,2
     114.0,2,   26.6420,2,   36.3849,2,     176.2,2,        26,    0.0386,2
     115.0,2,   26.6336,2,   36.3891,2,     177.2,2,        21,    0.0386,2
     116.0,2,   26.6216,2,   36.3943,2,     178.1,2,        21,    0.0394,2
