CTD,20170918CCHSIOSEE
# SHIP: R/V Ron Brown
# DATES: 20150410 to 20150513
# Region:  NE Pacific, Leg 1 of P16N
# Chief Scientist: Jessica Cross & Samantha Siedlecki
# CTDO: Who - G.Johnson:NOAA, Molly Baringer:NOAA; Status - final
# Transmissometer (CTDBEAMCP): Who - W.Gardner, TAMU; Status - final
#        Notes: beam attenuation units, 1/m
#        Instrument: Wetlabs C-Star Transmissometer, 650 nm 0.25m pathlength, SN:1636
#        Data Notes: With W.Gardner's permission, for a few profiles,
#                    removed up to the first two and/or the last samples of the
#                    submitted CTDBEAMCP profile to match the pressures
#                    of the existing CTD file. 
# Fluorometer : Who - N.Nelson; Status - no data 
#        Notes: Data removed from file because instrument broken
# References:
#        Cruise report available at http://cchdo.ucsd.edu/cruise/33RO20150410
#
# Following American Geophysical Union recommendations, the data should be
# cited as: "data provider(s), cruise name or cruise ID, data file name(s),
# CLIVAR and Carbon Hydrographic Data Office, La Jolla, CA, USA, and data
# file date." For further information, please contact one of the parties
# listed above or cchdo@ucsd.edu. Users are also requested to acknowledge
# the NSF/NOAA-funded U.S. Repeat Hydrography Program in publications resulting
# from their use.
# 
# Parameters removed from Exchange file: XMISS,FLUOR
# Parameters merged into Exchange file: CTDBEAMCP,CTDBEAMCP_FLAG_W
# CTD,20160323CCHSIOSEE - Previous Time Stamp 
#     LATITUDE_UNITS = degrees_North
#     LONGITUDE_UNITS = degrees_East
#     DATE_UNITS: YYYYMMDD
#     TIME_UNITS = HHMM
#     SECT_ID:  changed value from P16N to P16N/1,  for Leg 1
#     Originator file name = p16n_0571_ct1.csv
#     Originator Time Stamp and Comments
#        CTD,20160208PMELNOAAKEM
#        #CODE:  ctd_to_csv.m KEM 2/08/16
#        #SUMFILE_NAME:  p16n_kem.sum 2/08/16
#        #CTDFILE_NAME:  rh10571.ctd
#        #DEPTH_TYPE:  CORR
#        #EVENT_CODE:  BO
NUMBER_HEADERS = 10
EXPOCODE = 33RO20150410
SECT_ID = P16N/1
STNNBR = 57
CASTNO = 1
DATE = 20150426
TIME = 0653
LATITUDE = 0.90033
LONGITUDE = -150.9998
DEPTH =  4309
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDNOBS,CTDBEAMCP,CTDBEAMCP_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,,/METER,
       3.0,2,   28.5309,3,   35.1246,3,     196.2,3,        14,    0.0788,2
       4.0,2,   28.5435,3,   35.1249,3,     196.2,3,        62,    0.0775,2
       5.0,2,   28.5355,2,   35.1240,2,     195.7,2,        40,    0.0771,2
       6.0,2,   28.5217,2,   35.1231,2,     195.6,2,        49,    0.0775,2
       7.0,2,   28.4672,2,   35.1205,2,     196.5,2,        36,    0.0775,2
       8.0,2,   28.4131,2,   35.1184,2,     196.5,2,        51,    0.0796,2
       9.0,2,   28.4044,2,   35.1182,2,     196.5,2,        45,    0.0820,2
      10.0,2,   28.3239,2,   35.1140,2,     196.8,2,        64,    0.0820,2
      11.0,2,   28.2624,2,   35.1124,2,     197.1,2,        68,    0.0849,2
      12.0,2,   28.2474,2,   35.1120,2,     197.1,2,        46,    0.0878,2
      13.0,2,   28.2275,2,   35.1121,2,     197.2,2,        41,    0.0898,2
      14.0,2,   28.2213,2,   35.1125,2,     196.6,2,        48,    0.0898,2
      15.0,2,   28.2149,2,   35.1118,2,     196.6,2,        41,    0.0906,2
      16.0,2,   28.2039,2,   35.1113,2,     196.7,2,        29,    0.0914,2
      17.0,2,   28.1925,2,   35.1112,2,     196.9,2,        28,    0.0914,2
      18.0,2,   28.1842,2,   35.1106,2,     196.9,2,        38,    0.0910,2
      19.0,2,   28.1842,2,   35.1103,2,     196.9,2,        46,    0.0910,2
      20.0,2,   28.1769,2,   35.1090,2,     196.6,2,        39,    0.0914,2
      21.0,2,   28.1692,2,   35.1104,2,     196.6,2,        58,    0.0914,2
      22.0,2,   28.1608,2,   35.1096,2,     196.8,2,        36,    0.0910,2
      23.0,2,   28.1480,2,   35.1083,2,     196.4,2,        42,    0.0906,2
      24.0,2,   28.1401,2,   35.1073,2,     196.4,2,        36,    0.0918,2
      25.0,2,   28.1327,2,   35.1064,2,     196.5,2,        26,    0.0906,2
      26.0,2,   28.1271,2,   35.1056,2,     196.6,2,        31,    0.0902,2
      27.0,2,   28.1216,2,   35.1049,2,     196.6,2,        41,    0.0910,2
      28.0,2,   28.1164,2,   35.1041,2,     196.2,2,        49,    0.0894,2
      29.0,2,   28.1122,2,   35.1043,2,     195.9,2,        45,    0.0906,2
      30.0,2,   28.1077,2,   35.1046,2,     195.9,2,        45,    0.0898,2
