CTD,20170918CCHSIOSEE
# SHIP: R/V Ron Brown
# DATES: 20150410 to 20150513
# Region:  NE Pacific, Leg 1 of P16N
# Chief Scientist: Jessica Cross & Samantha Siedlecki
# CTDO: Who - G.Johnson:NOAA, Molly Baringer:NOAA; Status - final
# Transmissometer (CTDBEAMCP): Who - W.Gardner, TAMU; Status - final
#        Notes: beam attenuation units, 1/m
#        Instrument: Wetlabs C-Star Transmissometer, 650 nm 0.25m pathlength, SN:1636
#        Data Notes: With W.Gardner's permission, for a few profiles,
#                    removed up to the first two and/or the last samples of the
#                    submitted CTDBEAMCP profile to match the pressures
#                    of the existing CTD file. 
# Fluorometer : Who - N.Nelson; Status - no data 
#        Notes: Data removed from file because instrument broken
# References:
#        Cruise report available at http://cchdo.ucsd.edu/cruise/33RO20150410
#
# Following American Geophysical Union recommendations, the data should be
# cited as: "data provider(s), cruise name or cruise ID, data file name(s),
# CLIVAR and Carbon Hydrographic Data Office, La Jolla, CA, USA, and data
# file date." For further information, please contact one of the parties
# listed above or cchdo@ucsd.edu. Users are also requested to acknowledge
# the NSF/NOAA-funded U.S. Repeat Hydrography Program in publications resulting
# from their use.
# 
# Parameters removed from Exchange file: XMISS,FLUOR
# Parameters merged into Exchange file: CTDBEAMCP,CTDBEAMCP_FLAG_W
# CTD,20160323CCHSIOSEE - Previous Time Stamp 
#     LATITUDE_UNITS = degrees_North
#     LONGITUDE_UNITS = degrees_East
#     DATE_UNITS: YYYYMMDD
#     TIME_UNITS = HHMM
#     SECT_ID:  changed value from P16N to P16N/1,  for Leg 1
#     Originator file name = p16n_0671_ct1.csv
#     Originator Time Stamp and Comments
#        CTD,20160208PMELNOAAKEM
#        #CODE:  ctd_to_csv.m KEM 2/08/16
#        #SUMFILE_NAME:  p16n_kem.sum 2/08/16
#        #CTDFILE_NAME:  rh10671.ctd
#        #DEPTH_TYPE:  CORR
#        #EVENT_CODE:  BO
NUMBER_HEADERS = 10
EXPOCODE = 33RO20150410
SECT_ID = P16N/1
STNNBR = 67
CASTNO = 1
DATE = 20150428
TIME = 1208
LATITUDE = 2.5503
LONGITUDE = -151.0005
DEPTH =  4717
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDNOBS,CTDBEAMCP,CTDBEAMCP_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,,/METER,
       3.0,2,   28.6777,2,   34.8489,2,     200.1,2,        21,    0.0812,2
       4.0,2,   28.6852,2,   34.8528,2,     199.6,2,        39,    0.0735,2
       5.0,2,   28.6951,2,   34.8580,2,     199.9,2,        47,    0.0722,2
       6.0,2,   28.6966,2,   34.8676,2,     200.3,2,        34,    0.0743,2
       7.0,2,   28.7023,2,   34.9082,2,     200.6,2,        40,    0.0808,2
       8.0,2,   28.6991,2,   34.9316,2,     200.5,2,        41,    0.0731,2
       9.0,2,   28.6863,2,   34.9600,2,     200.5,2,        33,    0.0735,2
      10.0,2,   28.6782,2,   34.9802,2,     200.8,2,        45,    0.0735,2
      11.0,2,   28.6676,2,   35.0097,2,     201.3,2,        53,    0.0743,2
      12.0,2,   28.6590,2,   35.0251,2,     201.5,2,        34,    0.0751,2
      13.0,2,   28.6500,2,   35.0393,2,     201.3,2,        42,    0.0755,2
      14.0,2,   28.6450,2,   35.0495,2,     201.6,2,        56,    0.0759,2
      15.0,2,   28.6344,2,   35.0505,2,     201.7,2,        39,    0.0780,2
      16.0,2,   28.6334,2,   35.0514,2,     201.0,2,        52,    0.0771,2
      17.0,2,   28.6331,2,   35.0536,2,     201.2,2,        56,    0.0755,2
      18.0,2,   28.6436,2,   35.0607,2,     201.7,2,        34,    0.0763,2
      19.0,2,   28.6503,2,   35.0654,2,     201.6,2,        39,    0.0763,2
      20.0,2,   28.6522,2,   35.0668,2,     201.2,2,        49,    0.0763,2
      21.0,2,   28.6530,2,   35.0673,2,     201.3,2,        47,    0.0771,2
      22.0,2,   28.6556,2,   35.0692,2,     201.1,2,        35,    0.0763,2
      23.0,2,   28.6611,2,   35.0728,2,     201.0,2,        24,    0.0780,2
      24.0,2,   28.6665,2,   35.0768,2,     201.2,2,        28,    0.0788,2
      25.0,2,   28.6679,2,   35.0774,2,     201.5,2,        38,    0.0796,2
      26.0,2,   28.6707,2,   35.0801,2,     201.5,2,        36,    0.0792,2
      27.0,2,   28.6724,2,   35.0822,2,     201.5,2,        28,    0.0804,2
      28.0,2,   28.6722,2,   35.0839,2,     201.5,2,        24,    0.0804,2
      29.0,2,   28.6685,2,   35.0851,2,     201.5,2,        36,    0.0796,2
      30.0,2,   28.6613,2,   35.0853,2,     201.4,2,        53,    0.0792,2
