CTD,20170918CCHSIOSEE
# SHIP: R/V Ron Brown
# DATES: 20150410 to 20150513
# Region:  NE Pacific, Leg 1 of P16N
# Chief Scientist: Jessica Cross & Samantha Siedlecki
# CTDO: Who - G.Johnson:NOAA, Molly Baringer:NOAA; Status - final
# Transmissometer (CTDBEAMCP): Who - W.Gardner, TAMU; Status - final
#        Notes: beam attenuation units, 1/m
#        Instrument: Wetlabs C-Star Transmissometer, 650 nm 0.25m pathlength, SN:1636
#        Data Notes: With W.Gardner's permission, for a few profiles,
#                    removed up to the first two and/or the last samples of the
#                    submitted CTDBEAMCP profile to match the pressures
#                    of the existing CTD file. 
# Fluorometer : Who - N.Nelson; Status - no data 
#        Notes: Data removed from file because instrument broken
# References:
#        Cruise report available at http://cchdo.ucsd.edu/cruise/33RO20150410
#
# Following American Geophysical Union recommendations, the data should be
# cited as: "data provider(s), cruise name or cruise ID, data file name(s),
# CLIVAR and Carbon Hydrographic Data Office, La Jolla, CA, USA, and data
# file date." For further information, please contact one of the parties
# listed above or cchdo@ucsd.edu. Users are also requested to acknowledge
# the NSF/NOAA-funded U.S. Repeat Hydrography Program in publications resulting
# from their use.
# 
# Parameters removed from Exchange file: XMISS,FLUOR
# Parameters merged into Exchange file: CTDBEAMCP,CTDBEAMCP_FLAG_W
# CTD,20160323CCHSIOSEE - Previous Time Stamp 
#     LATITUDE_UNITS = degrees_North
#     LONGITUDE_UNITS = degrees_East
#     DATE_UNITS: YYYYMMDD
#     TIME_UNITS = HHMM
#     SECT_ID:  changed value from P16N to P16N/1,  for Leg 1
#     Originator file name = p16n_0701_ct1.csv
#     Originator Time Stamp and Comments
#        CTD,20160208PMELNOAAKEM
#        #CODE:  ctd_to_csv.m KEM 2/08/16
#        #SUMFILE_NAME:  p16n_kem.sum 2/08/16
#        #CTDFILE_NAME:  rh10701.ctd
#        #DEPTH_TYPE:  CORR
#        #EVENT_CODE:  BO
NUMBER_HEADERS = 10
EXPOCODE = 33RO20150410
SECT_ID = P16N/1
STNNBR = 70
CASTNO = 1
DATE = 20150429
TIME = 0621
LATITUDE = 3.1203
LONGITUDE = -151.0002
DEPTH =  5103
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDNOBS,CTDBEAMCP,CTDBEAMCP_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,,/METER,
       4.0,2,   29.1565,2,   34.9543,2,     197.1,2,        37,    0.0812,2
       5.0,2,   29.1551,2,   34.9548,2,     197.7,2,        29,    0.0812,2
       6.0,2,   29.1565,2,   34.9553,2,     197.7,2,        42,    0.0816,2
       7.0,2,   29.1564,2,   34.9553,2,     197.0,2,        40,    0.0812,2
       8.0,2,   29.1518,2,   34.9555,2,     197.1,2,        44,    0.0812,2
       9.0,2,   29.1419,2,   34.9569,2,     196.8,2,        29,    0.0816,2
      10.0,2,   29.0917,2,   34.9617,2,     197.5,2,        24,    0.0837,2
      11.0,2,   29.0747,2,   34.9630,2,     197.6,2,        47,    0.0833,2
      12.0,2,   29.0260,2,   34.9630,2,     198.2,2,        31,    0.0861,2
      13.0,2,   28.9846,2,   34.9636,2,     198.8,2,        23,    0.0878,2
      14.0,2,   28.9283,2,   34.9680,2,     199.1,2,        28,    0.0882,2
      15.0,2,   28.9082,2,   34.9819,2,     199.2,2,        44,    0.0902,2
      16.0,2,   28.9095,2,   34.9921,2,     200.2,2,        44,    0.0927,2
      17.0,2,   28.8998,2,   35.0043,2,     199.5,2,        25,    0.0951,2
      18.0,2,   28.8976,2,   35.0111,2,     199.8,2,        22,    0.0927,2
      19.0,2,   28.8990,2,   35.0152,2,     199.7,2,        40,    0.0918,2
      20.0,2,   28.9075,2,   35.0256,2,     199.6,2,        37,    0.0923,2
      21.0,2,   28.9048,2,   35.0308,2,     199.1,2,        33,    0.0918,2
      22.0,2,   28.8883,2,   35.0266,2,     199.2,2,        40,    0.0910,2
      23.0,2,   28.8815,2,   35.0263,2,     199.3,2,        51,    0.0902,2
      24.0,2,   28.8857,2,   35.0343,2,     198.9,2,        65,    0.0886,2
      25.0,2,   28.8862,2,   35.0378,2,     199.2,2,        42,    0.0886,2
      26.0,2,   28.8845,2,   35.0385,2,     199.2,2,        44,    0.0906,2
      27.0,2,   28.8827,2,   35.0430,2,     199.4,2,        42,    0.0882,2
      28.0,2,   28.8757,2,   35.0458,2,     199.6,2,        50,    0.0861,2
      29.0,2,   28.8671,2,   35.0547,2,     200.0,2,        58,    0.0849,2
      30.0,2,   28.8485,2,   35.0672,2,     200.0,2,        30,    0.0845,2
      31.0,2,   28.8327,2,   35.0764,2,     200.1,2,        40,    0.0849,2
