CTD,20170918CCHSIOSEE
# SHIP: R/V Ron Brown
# DATES: 20150410 to 20150513
# Region:  NE Pacific, Leg 1 of P16N
# Chief Scientist: Jessica Cross & Samantha Siedlecki
# CTDO: Who - G.Johnson:NOAA, Molly Baringer:NOAA; Status - final
# Transmissometer (CTDBEAMCP): Who - W.Gardner, TAMU; Status - final
#        Notes: beam attenuation units, 1/m
#        Instrument: Wetlabs C-Star Transmissometer, 650 nm 0.25m pathlength, SN:1636
#        Data Notes: With W.Gardner's permission, for a few profiles,
#                    removed up to the first two and/or the last samples of the
#                    submitted CTDBEAMCP profile to match the pressures
#                    of the existing CTD file. 
# Fluorometer : Who - N.Nelson; Status - no data 
#        Notes: Data removed from file because instrument broken
# References:
#        Cruise report available at http://cchdo.ucsd.edu/cruise/33RO20150410
#
# Following American Geophysical Union recommendations, the data should be
# cited as: "data provider(s), cruise name or cruise ID, data file name(s),
# CLIVAR and Carbon Hydrographic Data Office, La Jolla, CA, USA, and data
# file date." For further information, please contact one of the parties
# listed above or cchdo@ucsd.edu. Users are also requested to acknowledge
# the NSF/NOAA-funded U.S. Repeat Hydrography Program in publications resulting
# from their use.
# 
# Parameters removed from Exchange file: XMISS,FLUOR
# Parameters merged into Exchange file: CTDBEAMCP,CTDBEAMCP_FLAG_W
# CTD,20160323CCHSIOSEE - Previous Time Stamp 
#     LATITUDE_UNITS = degrees_North
#     LONGITUDE_UNITS = degrees_East
#     DATE_UNITS: YYYYMMDD
#     TIME_UNITS = HHMM
#     SECT_ID:  changed value from P16N to P16N/1,  for Leg 1
#     Originator file name = p16n_1121_ct1.csv
#     Originator Time Stamp and Comments
#        CTD,20160208PMELNOAAKEM
#        #CODE:  ctd_to_csv.m KEM 2/08/16
#        #SUMFILE_NAME:  p16n_kem.sum 2/08/16
#        #CTDFILE_NAME:  rh11121.ctd
#        #DEPTH_TYPE:  CORR
#        #EVENT_CODE:  BO
NUMBER_HEADERS = 10
EXPOCODE = 33RO20150410
SECT_ID = P16N/1
STNNBR = 112
CASTNO = 1
DATE = 20150511
TIME = 1856
LATITUDE = 22.5003
LONGITUDE = -152.0005
DEPTH =  5339
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDNOBS,CTDBEAMCP,CTDBEAMCP_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,,/METER,
       2.0,2,   24.3917,3,   34.8333,3,     208.4,3,        20,    0.0362,2
       3.0,2,   24.3920,3,   34.8330,3,     208.6,3,        25,    0.0370,2
       4.0,2,   24.3917,2,   34.8324,2,     208.0,2,        50,    0.0382,2
       5.0,2,   24.3922,2,   34.8325,2,     208.2,2,        49,    0.0382,2
       6.0,2,   24.3946,2,   34.8322,2,     208.3,2,        45,    0.0374,2
       7.0,2,   24.3952,2,   34.8319,2,     208.1,2,        42,    0.0374,2
       8.0,2,   24.3955,2,   34.8322,2,     207.7,2,        49,    0.0374,2
       9.0,2,   24.3958,2,   34.8323,2,     208.0,2,        52,    0.0370,2
      10.0,2,   24.3963,2,   34.8328,2,     208.0,2,        54,    0.0374,2
      11.0,2,   24.3967,2,   34.8335,2,     208.0,2,        44,    0.0374,2
      12.0,2,   24.3971,2,   34.8342,2,     208.1,2,        31,    0.0370,2
      13.0,2,   24.3976,2,   34.8348,2,     208.1,2,        49,    0.0370,2
      14.0,2,   24.3982,2,   34.8355,2,     208.1,2,        50,    0.0370,2
      15.0,2,   24.3990,2,   34.8364,2,     208.1,2,        41,    0.0370,2
      16.0,2,   24.3991,2,   34.8361,2,     208.2,2,        49,    0.0374,2
      17.0,2,   24.3991,2,   34.8359,2,     208.3,2,        58,    0.0382,2
      18.0,2,   24.3992,2,   34.8357,2,     208.3,2,        56,    0.0374,2
      19.0,2,   24.3991,2,   34.8353,2,     208.3,2,        37,    0.0370,2
      20.0,2,   24.3984,2,   34.8344,2,     208.3,2,        30,    0.0370,2
      21.0,2,   24.3970,2,   34.8327,2,     208.2,2,        30,    0.0374,2
      22.0,2,   24.3970,2,   34.8322,2,     207.7,2,        45,    0.0390,2
      23.0,2,   24.3976,2,   34.8327,2,     207.4,2,        29,    0.0382,2
      24.0,2,   24.3984,2,   34.8329,2,     207.5,2,        20,    0.0370,2
      25.0,2,   24.3977,2,   34.8323,2,     207.7,2,        19,    0.0370,2
      26.0,2,   24.3988,2,   34.8331,2,     208.0,2,        20,    0.0378,2
      27.0,2,   24.3985,2,   34.8325,2,     208.1,2,        35,    0.0378,2
      28.0,2,   24.3991,2,   34.8330,2,     208.8,2,        15,    0.0378,2
      29.0,2,   24.4006,2,   34.8342,2,     208.5,2,        16,    0.0374,2
      30.0,2,   24.4037,2,   34.8369,2,     208.2,2,        24,    0.0370,2
      31.0,2,   24.4032,2,   34.8358,2,     207.8,2,        46,    0.0374,2
      32.0,2,   24.4088,2,   34.8418,2,     207.4,2,        23,    0.0374,2
      33.0,2,   24.4093,2,   34.8429,2,     207.3,2,        18,    0.0370,2
      34.0,2,   24.4106,2,   34.8450,2,     207.1,2,        19,    0.0370,2
      35.0,2,   24.4099,2,   34.8449,2,     207.2,2,        30,    0.0390,2
      36.0,2,   24.4103,2,   34.8493,2,     208.1,2,        25,    0.0374,2
