CTD,20170918CCHSIOSEE
# SHIP: R/V Ron Brown
# DATES: 20150410 to 20150513
# Region:  NE Pacific, Leg 1 of P16N
# Chief Scientist: Jessica Cross & Samantha Siedlecki
# CTDO: Who - G.Johnson:NOAA, Molly Baringer:NOAA; Status - final
# Transmissometer (CTDBEAMCP): Who - W.Gardner, TAMU; Status - final
#        Notes: beam attenuation units, 1/m
#        Instrument: Wetlabs C-Star Transmissometer, 650 nm 0.25m pathlength, SN:1636
#        Data Notes: With W.Gardner's permission, for a few profiles,
#                    removed up to the first two and/or the last samples of the
#                    submitted CTDBEAMCP profile to match the pressures
#                    of the existing CTD file. 
# Fluorometer : Who - N.Nelson; Status - no data 
#        Notes: Data removed from file because instrument broken
# References:
#        Cruise report available at http://cchdo.ucsd.edu/cruise/33RO20150410
#
# Following American Geophysical Union recommendations, the data should be
# cited as: "data provider(s), cruise name or cruise ID, data file name(s),
# CLIVAR and Carbon Hydrographic Data Office, La Jolla, CA, USA, and data
# file date." For further information, please contact one of the parties
# listed above or cchdo@ucsd.edu. Users are also requested to acknowledge
# the NSF/NOAA-funded U.S. Repeat Hydrography Program in publications resulting
# from their use.
# 
# Parameters removed from Exchange file: XMISS,FLUOR
# Parameters merged into Exchange file: CTDBEAMCP,CTDBEAMCP_FLAG_W
# CTD,20160323CCHSIOSEE - Previous Time Stamp 
#     LATITUDE_UNITS = degrees_North
#     LONGITUDE_UNITS = degrees_East
#     DATE_UNITS: YYYYMMDD
#     TIME_UNITS = HHMM
#     SECT_ID:  changed value from P16N to P16N/1,  for Leg 1
#     Originator file name = p16n_0271_ct1.csv
#     Originator Time Stamp and Comments
#        CTD,20160208PMELNOAAKEM
#        #CODE:  ctd_to_csv.m KEM 2/08/16
#        #SUMFILE_NAME:  p16n_kem.sum 2/08/16
#        #CTDFILE_NAME:  rh10271.ctd
#        #DEPTH_TYPE:  CORR
#        #EVENT_CODE:  BO
NUMBER_HEADERS = 10
EXPOCODE = 33RO20150410
SECT_ID = P16N/1
STNNBR = 27
CASTNO = 1
DATE = 20150418
TIME = 1913
LATITUDE = -4.4995
LONGITUDE = -151.0012
DEPTH =  4667
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDNOBS,CTDBEAMCP,CTDBEAMCP_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,,/METER,
       3.0,2,   28.4951,2,   35.2425,2,     199.8,2,         7,    0.0548,2
       4.0,2,   28.4957,2,   35.2420,2,     198.6,2,        43,    0.0544,2
       5.0,2,   28.4958,2,   35.2421,2,     198.4,2,        48,    0.0544,2
       6.0,2,   28.4960,2,   35.2421,2,     198.7,2,        47,    0.0544,2
       7.0,2,   28.4961,2,   35.2421,2,     198.7,2,        61,    0.0544,2
       8.0,2,   28.4965,2,   35.2420,2,     198.9,2,        42,    0.0564,2
       9.0,2,   28.4960,2,   35.2424,2,     198.9,2,        36,    0.0540,2
      10.0,2,   28.4956,2,   35.2422,2,     198.8,2,        46,    0.0548,2
      11.0,2,   28.4957,2,   35.2422,2,     198.9,2,        57,    0.0544,2
      12.0,2,   28.4947,2,   35.2426,2,     198.7,2,        45,    0.0552,2
      13.0,2,   28.4950,2,   35.2428,2,     198.6,2,        61,    0.0544,2
      14.0,2,   28.4954,2,   35.2426,2,     199.1,2,        44,    0.0548,2
      15.0,2,   28.4954,2,   35.2434,2,     198.9,2,        48,    0.0556,2
      16.0,2,   28.4957,2,   35.2441,2,     199.4,2,        43,    0.0552,2
      17.0,2,   28.4968,2,   35.2468,2,     198.7,2,        29,    0.0544,2
      18.0,2,   28.4982,2,   35.2551,2,     198.4,2,        39,    0.0556,2
      19.0,2,   28.4889,2,   35.2544,2,     199.1,2,        46,    0.0572,2
      20.0,2,   28.4739,2,   35.2617,2,     199.4,2,        45,    0.0584,2
      21.0,2,   28.4668,2,   35.2632,2,     199.5,2,        31,    0.0584,2
      22.0,2,   28.4640,2,   35.2634,2,     199.3,2,        34,    0.0580,2
      23.0,2,   28.4652,2,   35.2631,2,     199.3,2,        63,    0.0592,2
      24.0,2,   28.4605,2,   35.2636,2,     199.7,2,        50,    0.0600,2
      25.0,2,   28.4596,2,   35.2636,2,     199.7,2,        49,    0.0588,2
      26.0,2,   28.4595,2,   35.2637,2,     199.5,2,        58,    0.0588,2
      27.0,2,   28.4597,2,   35.2642,2,     199.5,2,        48,    0.0596,2
      28.0,2,   28.4597,2,   35.2650,2,     199.6,2,        37,    0.0584,2
      29.0,2,   28.4575,2,   35.2653,2,     199.6,2,        36,    0.0584,2
      30.0,2,   28.4551,2,   35.2654,2,     200.1,2,        49,    0.0609,2
