CTD,20170918CCHSIOSEE
# SHIP: R/V Ron Brown
# DATES: 20150410 to 20150513
# Region:  NE Pacific, Leg 1 of P16N
# Chief Scientist: Jessica Cross & Samantha Siedlecki
# CTDO: Who - G.Johnson:NOAA, Molly Baringer:NOAA; Status - final
# Transmissometer (CTDBEAMCP): Who - W.Gardner, TAMU; Status - final
#        Notes: beam attenuation units, 1/m
#        Instrument: Wetlabs C-Star Transmissometer, 650 nm 0.25m pathlength, SN:1636
#        Data Notes: With W.Gardner's permission, for a few profiles,
#                    removed up to the first two and/or the last samples of the
#                    submitted CTDBEAMCP profile to match the pressures
#                    of the existing CTD file. 
# Fluorometer : Who - N.Nelson; Status - no data 
#        Notes: Data removed from file because instrument broken
# References:
#        Cruise report available at http://cchdo.ucsd.edu/cruise/33RO20150410
#
# Following American Geophysical Union recommendations, the data should be
# cited as: "data provider(s), cruise name or cruise ID, data file name(s),
# CLIVAR and Carbon Hydrographic Data Office, La Jolla, CA, USA, and data
# file date." For further information, please contact one of the parties
# listed above or cchdo@ucsd.edu. Users are also requested to acknowledge
# the NSF/NOAA-funded U.S. Repeat Hydrography Program in publications resulting
# from their use.
# 
# Parameters removed from Exchange file: XMISS,FLUOR
# Parameters merged into Exchange file: CTDBEAMCP,CTDBEAMCP_FLAG_W
# CTD,20160323CCHSIOSEE - Previous Time Stamp 
#     LATITUDE_UNITS = degrees_North
#     LONGITUDE_UNITS = degrees_East
#     DATE_UNITS: YYYYMMDD
#     TIME_UNITS = HHMM
#     SECT_ID:  changed value from P16N to P16N/1,  for Leg 1
#     Originator file name = p16n_0921_ct1.csv
#     Originator Time Stamp and Comments
#        CTD,20160208PMELNOAAKEM
#        #CODE:  ctd_to_csv.m KEM 2/08/16
#        #SUMFILE_NAME:  p16n_kem.sum 2/08/16
#        #CTDFILE_NAME:  rh10921.ctd
#        #DEPTH_TYPE:  CORR
#        #EVENT_CODE:  BO
NUMBER_HEADERS = 10
EXPOCODE = 33RO20150410
SECT_ID = P16N/1
STNNBR = 92
CASTNO = 1
DATE = 20150505
TIME = 1218
LATITUDE = 12.5
LONGITUDE = -152.0002
DEPTH =  5434
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDNOBS,CTDBEAMCP,CTDBEAMCP_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,,/METER,
       3.0,2,   26.8226,2,   34.3096,2,     198.0,2,         9,    0.0410,2
       4.0,2,   26.8230,2,   34.3095,2,     198.2,2,        60,    0.0402,2
       5.0,2,   26.8222,2,   34.3094,2,     198.5,2,        51,    0.0398,2
       6.0,2,   26.8219,2,   34.3095,2,     198.4,2,        46,    0.0402,2
       7.0,2,   26.8216,2,   34.3095,2,     198.2,2,        44,    0.0398,2
       8.0,2,   26.8219,2,   34.3096,2,     198.8,2,        41,    0.0406,2
       9.0,2,   26.8220,2,   34.3097,2,     198.4,2,        25,    0.0398,2
      10.0,2,   26.8221,2,   34.3098,2,     198.8,2,        25,    0.0398,2
      11.0,2,   26.8221,2,   34.3096,2,     198.4,2,        42,    0.0402,2
      12.0,2,   26.8220,2,   34.3097,2,     198.3,2,        37,    0.0398,2
      13.0,2,   26.8226,2,   34.3096,2,     198.4,2,        48,    0.0394,2
      14.0,2,   26.8227,2,   34.3096,2,     198.2,2,        45,    0.0402,2
      15.0,2,   26.8225,2,   34.3096,2,     198.3,2,        31,    0.0406,2
      16.0,2,   26.8235,2,   34.3096,2,     198.5,2,        47,    0.0406,2
      17.0,2,   26.8235,2,   34.3097,2,     198.6,2,        32,    0.0398,2
      18.0,2,   26.8239,2,   34.3097,2,     199.1,2,        42,    0.0398,2
      19.0,2,   26.8245,2,   34.3097,2,     198.8,2,        43,    0.0398,2
      20.0,2,   26.8247,2,   34.3096,2,     198.1,2,        44,    0.0398,2
      21.0,2,   26.8256,2,   34.3096,2,     198.1,2,        46,    0.0402,2
      22.0,2,   26.8267,2,   34.3096,2,     198.2,2,        32,    0.0398,2
      23.0,2,   26.8278,2,   34.3095,2,     198.3,2,        40,    0.0410,2
      24.0,2,   26.8289,2,   34.3095,2,     198.3,2,        75,    0.0402,2
      25.0,2,   26.8296,2,   34.3094,2,     198.2,2,        44,    0.0402,2
      26.0,2,   26.8300,2,   34.3094,2,     198.3,2,        32,    0.0410,2
      27.0,2,   26.8306,2,   34.3094,2,     198.2,2,        36,    0.0402,2
      28.0,2,   26.8309,2,   34.3094,2,     198.1,2,        57,    0.0402,2
      29.0,2,   26.8312,2,   34.3094,2,     198.0,2,        58,    0.0410,2
      30.0,2,   26.8316,2,   34.3094,2,     198.1,2,        52,    0.0402,2
