CTD,20170918CCHSIOSEE
# SHIP: R/V Ron Brown
# DATES: 20150410 to 20150513
# Region:  NE Pacific, Leg 1 of P16N
# Chief Scientist: Jessica Cross & Samantha Siedlecki
# CTDO: Who - G.Johnson:NOAA, Molly Baringer:NOAA; Status - final
# Transmissometer (CTDBEAMCP): Who - W.Gardner, TAMU; Status - final
#        Notes: beam attenuation units, 1/m
#        Instrument: Wetlabs C-Star Transmissometer, 650 nm 0.25m pathlength, SN:1636
#        Data Notes: With W.Gardner's permission, for a few profiles,
#                    removed up to the first two and/or the last samples of the
#                    submitted CTDBEAMCP profile to match the pressures
#                    of the existing CTD file. 
# Fluorometer : Who - N.Nelson; Status - no data 
#        Notes: Data removed from file because instrument broken
# References:
#        Cruise report available at http://cchdo.ucsd.edu/cruise/33RO20150410
#
# Following American Geophysical Union recommendations, the data should be
# cited as: "data provider(s), cruise name or cruise ID, data file name(s),
# CLIVAR and Carbon Hydrographic Data Office, La Jolla, CA, USA, and data
# file date." For further information, please contact one of the parties
# listed above or cchdo@ucsd.edu. Users are also requested to acknowledge
# the NSF/NOAA-funded U.S. Repeat Hydrography Program in publications resulting
# from their use.
# 
# Parameters removed from Exchange file: XMISS,FLUOR
# Parameters merged into Exchange file: CTDBEAMCP,CTDBEAMCP_FLAG_W
# CTD,20160323CCHSIOSEE - Previous Time Stamp 
#     LATITUDE_UNITS = degrees_North
#     LONGITUDE_UNITS = degrees_East
#     DATE_UNITS: YYYYMMDD
#     TIME_UNITS = HHMM
#     SECT_ID:  changed value from P16N to P16N/1,  for Leg 1
#     Originator file name = p16n_0421_ct1.csv
#     Originator Time Stamp and Comments
#        CTD,20160208PMELNOAAKEM
#        #CODE:  ctd_to_csv.m KEM 2/08/16
#        #SUMFILE_NAME:  p16n_kem.sum 2/08/16
#        #CTDFILE_NAME:  rh10421.ctd
#        #DEPTH_TYPE:  CORR
#        #EVENT_CODE:  BO
NUMBER_HEADERS = 10
EXPOCODE = 33RO20150410
SECT_ID = P16N/1
STNNBR = 42
CASTNO = 1
DATE = 20150422
TIME = 1534
LATITUDE = -1.3998
LONGITUDE = -151
DEPTH =  4858
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDNOBS,CTDBEAMCP,CTDBEAMCP_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,,/METER,
       4.0,2,   28.6297,3,   35.3205,3,     198.7,3,        37, -999.0000,9
       5.0,2,   28.6302,3,   35.3204,3,     198.8,3,        40, -999.0000,9
       6.0,2,   28.6310,2,   35.3204,2,     199.1,2,        46, -999.0000,9
       7.0,2,   28.6308,2,   35.3203,2,     199.4,2,        46, -999.0000,9
       8.0,2,   28.6305,2,   35.3202,2,     199.5,2,        39, -999.0000,9
       9.0,2,   28.6169,2,   35.3193,2,     199.1,2,        35, -999.0000,9
      10.0,2,   28.6222,2,   35.3205,2,     199.9,2,        40, -999.0000,9
      11.0,2,   28.6245,2,   35.3204,2,     199.8,2,        35, -999.0000,9
      12.0,2,   28.6267,2,   35.3204,2,     199.7,2,        53, -999.0000,9
      13.0,2,   28.6290,2,   35.3204,2,     199.5,2,        38, -999.0000,9
      14.0,2,   28.6313,2,   35.3203,2,     199.4,2,        30, -999.0000,9
      15.0,2,   28.6341,2,   35.3204,2,     199.6,2,        36, -999.0000,9
      16.0,2,   28.6272,2,   35.3198,2,     198.5,2,        43, -999.0000,9
      17.0,2,   28.6099,2,   35.3190,2,     198.9,2,        27, -999.0000,9
      18.0,2,   28.5925,2,   35.3184,2,     199.3,2,        34, -999.0000,9
      19.0,2,   28.5752,2,   35.3177,2,     199.6,2,        50, -999.0000,9
      20.0,2,   28.5705,2,   35.3175,2,     199.8,2,        27, -999.0000,9
      21.0,2,   28.5674,2,   35.3172,2,     199.9,2,        22, -999.0000,9
      22.0,2,   28.5627,2,   35.3168,2,     200.2,2,        21, -999.0000,9
      23.0,2,   28.5646,2,   35.3181,2,     199.7,2,        29, -999.0000,9
      24.0,2,   28.5651,2,   35.3179,2,     200.0,2,        37, -999.0000,9
      25.0,2,   28.5631,2,   35.3181,2,     199.3,2,        45, -999.0000,9
      26.0,2,   28.5592,2,   35.3180,2,     198.7,2,        35, -999.0000,9
      27.0,2,   28.5444,2,   35.3168,2,     199.9,2,        34, -999.0000,9
      28.0,2,   28.4921,2,   35.3144,2,     200.4,2,        43, -999.0000,9
      29.0,2,   28.4901,2,   35.3146,2,     199.9,2,        50, -999.0000,9
      30.0,2,   28.4393,2,   35.3105,2,     200.2,2,        45, -999.0000,9
      31.0,2,   28.4009,2,   35.3065,2,     200.1,2,        40, -999.0000,9
      32.0,2,   28.3896,2,   35.3050,2,     199.8,2,        69, -999.0000,9
      33.0,2,   28.3777,2,   35.3034,2,     200.7,2,        64, -999.0000,9
      34.0,2,   28.3718,2,   35.3029,2,     200.7,2,        37, -999.0000,9
      35.0,2,   28.3724,2,   35.3028,2,     200.1,2,        30, -999.0000,9
      36.0,2,   28.3482,2,   35.2982,2,     200.4,2,        28, -999.0000,9
      37.0,2,   28.3125,2,   35.2944,2,     200.2,2,        39, -999.0000,9
      38.0,2,   28.2934,2,   35.2927,2,     200.3,2,        65, -999.0000,9
      39.0,2,   28.2826,2,   35.2920,2,     199.7,2,        47, -999.0000,9
      40.0,2,   28.2438,2,   35.2887,2,     199.7,2,        39, -999.0000,9
      41.0,2,   28.1964,2,   35.2840,2,     200.9,2,        28, -999.0000,9
      42.0,2,   28.1370,2,   35.2767,2,     201.1,2,        27, -999.0000,9
      43.0,2,   28.0714,2,   35.2697,2,     201.3,2,        30, -999.0000,9
      44.0,2,   28.0101,2,   35.2614,2,     201.1,2,        45, -999.0000,9
      45.0,2,   27.9981,2,   35.2579,2,     200.7,2,        44, -999.0000,9
      46.0,2,   27.9354,2,   35.2514,2,     201.0,2,        41, -999.0000,9
      47.0,2,   27.9182,2,   35.2496,2,     200.3,2,        25, -999.0000,9
      48.0,2,   27.9040,2,   35.2474,2,     200.1,2,        23, -999.0000,9
      49.0,2,   27.8954,2,   35.2462,2,     200.0,2,        25, -999.0000,9
      50.0,2,   27.8848,2,   35.2447,2,     200.0,2,        35, -999.0000,9
      51.0,2,   27.8684,2,   35.2437,2,     199.4,2,        53, -999.0000,9
      52.0,2,   27.8737,2,   35.2455,2,     199.6,2,        40, -999.0000,9
      53.0,2,   27.8497,2,   35.2441,2,     199.5,2,        26, -999.0000,9
      54.0,2,   27.8398,2,   35.2430,2,     199.2,2,        23, -999.0000,9
      55.0,2,   27.8274,2,   35.2418,2,     198.8,2,        23, -999.0000,9
      56.0,2,   27.8080,2,   35.2402,2,     199.3,2,        22, -999.0000,9
      57.0,2,   27.7911,2,   35.2387,2,     199.3,2,        28, -999.0000,9
      58.0,2,   27.7860,2,   35.2377,2,     198.7,2,        39, -999.0000,9
      59.0,2,   27.7662,2,   35.2362,2,     198.3,2,        22, -999.0000,9
      60.0,2,   27.7325,2,   35.2354,2,     198.4,2,        19, -999.0000,9
      61.0,2,   27.7193,2,   35.2364,2,     198.2,2,        17, -999.0000,9
      62.0,2,   27.7060,2,   35.2397,2,     197.7,2,        20, -999.0000,9
      63.0,2,   27.6896,2,   35.2397,2,     197.6,2,        30, -999.0000,9
      64.0,2,   27.6731,2,   35.2396,2,     197.5,2,        38, -999.0000,9
      65.0,2,   27.6566,2,   35.2396,2,     197.3,2,        32, -999.0000,9
      66.0,2,   27.6293,2,   35.2388,2,     196.6,2,        31, -999.0000,9
      67.0,2,   27.5932,2,   35.2365,2,     196.3,2,        26, -999.0000,9
      68.0,2,   27.5545,2,   35.2354,2,     195.7,2,        25, -999.0000,9
      69.0,2,   27.5368,2,   35.2346,2,     195.5,2,        33, -999.0000,9
      70.0,2,   27.5313,2,   35.2344,2,     195.4,2,        44, -999.0000,9
      71.0,2,   27.4975,2,   35.2311,2,     195.3,2,        34, -999.0000,9
