CTD,20170918CCHSIOSEE
# SHIP: R/V Ron Brown
# DATES: 20150410 to 20150513
# Region:  NE Pacific, Leg 1 of P16N
# Chief Scientist: Jessica Cross & Samantha Siedlecki
# CTDO: Who - G.Johnson:NOAA, Molly Baringer:NOAA; Status - final
# Transmissometer (CTDBEAMCP): Who - W.Gardner, TAMU; Status - final
#        Notes: beam attenuation units, 1/m
#        Instrument: Wetlabs C-Star Transmissometer, 650 nm 0.25m pathlength, SN:1636
#        Data Notes: With W.Gardner's permission, for a few profiles,
#                    removed up to the first two and/or the last samples of the
#                    submitted CTDBEAMCP profile to match the pressures
#                    of the existing CTD file. 
# Fluorometer : Who - N.Nelson; Status - no data 
#        Notes: Data removed from file because instrument broken
# References:
#        Cruise report available at http://cchdo.ucsd.edu/cruise/33RO20150410
#
# Following American Geophysical Union recommendations, the data should be
# cited as: "data provider(s), cruise name or cruise ID, data file name(s),
# CLIVAR and Carbon Hydrographic Data Office, La Jolla, CA, USA, and data
# file date." For further information, please contact one of the parties
# listed above or cchdo@ucsd.edu. Users are also requested to acknowledge
# the NSF/NOAA-funded U.S. Repeat Hydrography Program in publications resulting
# from their use.
# 
# Parameters removed from Exchange file: XMISS,FLUOR
# Parameters merged into Exchange file: CTDBEAMCP,CTDBEAMCP_FLAG_W
# CTD,20160323CCHSIOSEE - Previous Time Stamp 
#     LATITUDE_UNITS = degrees_North
#     LONGITUDE_UNITS = degrees_East
#     DATE_UNITS: YYYYMMDD
#     TIME_UNITS = HHMM
#     SECT_ID:  changed value from P16N to P16N/1,  for Leg 1
#     Originator file name = p16n_0711_ct1.csv
#     Originator Time Stamp and Comments
#        CTD,20160208PMELNOAAKEM
#        #CODE:  ctd_to_csv.m KEM 2/08/16
#        #SUMFILE_NAME:  p16n_kem.sum 2/08/16
#        #CTDFILE_NAME:  rh10711.ctd
#        #DEPTH_TYPE:  CORR
#        #EVENT_CODE:  BO
NUMBER_HEADERS = 10
EXPOCODE = 33RO20150410
SECT_ID = P16N/1
STNNBR = 71
CASTNO = 1
DATE = 20150429
TIME = 1210
LATITUDE = 3.3298
LONGITUDE = -151.0002
DEPTH =  4885
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDNOBS,CTDBEAMCP,CTDBEAMCP_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,,/METER,
       4.0,2,   28.9884,3,   34.7690,3,     196.9,3,        52,    0.0722,2
       5.0,2,   28.9869,3,   34.7617,3,     196.3,3,        50,    0.0718,2
       6.0,2,   28.9933,2,   34.7770,2,     196.2,2,        41,    0.0731,2
       7.0,2,   28.9961,2,   34.7843,2,     196.6,2,        36,    0.0722,2
       8.0,2,   28.9971,2,   34.7979,2,     196.5,2,        35,    0.0722,2
       9.0,2,   28.9940,2,   34.7987,2,     196.7,2,        47,    0.0718,2
      10.0,2,   28.9859,2,   34.8027,2,     196.9,2,        45,    0.0722,2
      11.0,2,   28.9435,2,   34.9456,2,     197.0,2,        40,    0.0731,2
      12.0,2,   29.0071,2,   35.0105,2,     197.1,2,        23,    0.0763,2
      13.0,2,   29.0268,2,   35.0369,2,     197.5,2,        24,    0.0763,2
      14.0,2,   29.0244,2,   35.0453,2,     197.9,2,        43,    0.0763,2
      15.0,2,   29.0117,2,   35.0475,2,     198.4,2,        40,    0.0775,2
      16.0,2,   29.0066,2,   35.0484,2,     198.6,2,        31,    0.0788,2
      17.0,2,   28.9995,2,   35.0487,2,     198.2,2,        32,    0.0780,2
      18.0,2,   28.9911,2,   35.0496,2,     198.5,2,        43,    0.0788,2
      19.0,2,   28.9853,2,   35.0525,2,     198.3,2,        29,    0.0788,2
      20.0,2,   28.9774,2,   35.0580,2,     199.1,2,        35,    0.0775,2
      21.0,2,   28.9694,2,   35.0613,2,     199.3,2,        69,    0.0780,2
      22.0,2,   28.9529,2,   35.0669,2,     199.5,2,        58,    0.0792,2
      23.0,2,   28.9504,2,   35.0698,2,     198.7,2,        34,    0.0800,2
      24.0,2,   28.9478,2,   35.0705,2,     199.3,2,        28,    0.0808,2
      25.0,2,   28.9470,2,   35.0712,2,     200.1,2,        35,    0.0812,2
      26.0,2,   28.9452,2,   35.0751,2,     199.9,2,        18,    0.0804,2
      27.0,2,   28.9451,2,   35.0794,2,     200.1,2,        18,    0.0816,2
      28.0,2,   28.9460,2,   35.0830,2,     199.9,2,        32,    0.0816,2
      29.0,2,   28.9466,2,   35.0872,2,     200.5,2,        40,    0.0816,2
      30.0,2,   28.9439,2,   35.0923,2,     200.1,2,        49,    0.0820,2
      31.0,2,   28.9353,2,   35.0972,2,     200.3,2,        49,    0.0824,2
      32.0,2,   28.9144,2,   35.1021,2,     200.7,2,        38,    0.0824,2
      33.0,2,   28.8829,2,   35.1014,2,     200.8,2,        44,    0.0829,2
      34.0,2,   28.8431,2,   35.0957,2,     201.1,2,        73,    0.0812,2
      35.0,2,   28.8059,2,   35.0891,2,     201.1,2,        50,    0.0804,2
      36.0,2,   28.8009,2,   35.0889,2,     201.0,2,        33,    0.0808,2
      37.0,2,   28.7941,2,   35.0877,2,     200.9,2,        32,    0.0792,2
      38.0,2,   28.7650,2,   35.0846,2,     200.7,2,        41,    0.0780,2
      39.0,2,   28.7548,2,   35.0840,2,     201.0,2,        34,    0.0780,2
      40.0,2,   28.7348,2,   35.0834,2,     201.1,2,        22,    0.0788,2
      41.0,2,   28.7113,2,   35.0814,2,     201.1,2,        37,    0.0775,2
      42.0,2,   28.7001,2,   35.0806,2,     200.9,2,        37,    0.0771,2
      43.0,2,   28.6868,2,   35.0797,2,     201.3,2,        36,    0.0759,2
      44.0,2,   28.6771,2,   35.0784,2,     201.0,2,        36,    0.0751,2
      45.0,2,   28.6656,2,   35.0768,2,     200.8,2,        27,    0.0735,2
      46.0,2,   28.6575,2,   35.0752,2,     201.1,2,        37,    0.0727,2
      47.0,2,   28.6500,2,   35.0742,2,     200.8,2,        37,    0.0731,2
      48.0,2,   28.6405,2,   35.0728,2,     201.4,2,        39,    0.0710,2
      49.0,2,   28.6338,2,   35.0722,2,     201.2,2,        64,    0.0706,2
      50.0,2,   28.6241,2,   35.0710,2,     201.3,2,        56,    0.0690,2
      51.0,2,   28.6195,2,   35.0698,2,     201.2,2,        36,    0.0690,2
      52.0,2,   28.6157,2,   35.0686,2,     200.5,2,        33,    0.0698,2
      53.0,2,   28.6136,2,   35.0678,2,     200.9,2,        41,    0.0698,2
      54.0,2,   28.6058,2,   35.0652,2,     200.7,2,        22,    0.0678,2
