CTD,20170918CCHSIOSEE
# SHIP: R/V Ron Brown
# DATES: 20150410 to 20150513
# Region:  NE Pacific, Leg 1 of P16N
# Chief Scientist: Jessica Cross & Samantha Siedlecki
# CTDO: Who - G.Johnson:NOAA, Molly Baringer:NOAA; Status - final
# Transmissometer (CTDBEAMCP): Who - W.Gardner, TAMU; Status - final
#        Notes: beam attenuation units, 1/m
#        Instrument: Wetlabs C-Star Transmissometer, 650 nm 0.25m pathlength, SN:1636
#        Data Notes: With W.Gardner's permission, for a few profiles,
#                    removed up to the first two and/or the last samples of the
#                    submitted CTDBEAMCP profile to match the pressures
#                    of the existing CTD file. 
# Fluorometer : Who - N.Nelson; Status - no data 
#        Notes: Data removed from file because instrument broken
# References:
#        Cruise report available at http://cchdo.ucsd.edu/cruise/33RO20150410
#
# Following American Geophysical Union recommendations, the data should be
# cited as: "data provider(s), cruise name or cruise ID, data file name(s),
# CLIVAR and Carbon Hydrographic Data Office, La Jolla, CA, USA, and data
# file date." For further information, please contact one of the parties
# listed above or cchdo@ucsd.edu. Users are also requested to acknowledge
# the NSF/NOAA-funded U.S. Repeat Hydrography Program in publications resulting
# from their use.
# 
# Parameters removed from Exchange file: XMISS,FLUOR
# Parameters merged into Exchange file: CTDBEAMCP,CTDBEAMCP_FLAG_W
# CTD,20160323CCHSIOSEE - Previous Time Stamp 
#     LATITUDE_UNITS = degrees_North
#     LONGITUDE_UNITS = degrees_East
#     DATE_UNITS: YYYYMMDD
#     TIME_UNITS = HHMM
#     SECT_ID:  changed value from P16N to P16N/1,  for Leg 1
#     Originator file name = p16n_1101_ct1.csv
#     Originator Time Stamp and Comments
#        CTD,20160208PMELNOAAKEM
#        #CODE:  ctd_to_csv.m KEM 2/08/16
#        #SUMFILE_NAME:  p16n_kem.sum 2/08/16
#        #CTDFILE_NAME:  rh11101.ctd
#        #DEPTH_TYPE:  CORR
#        #EVENT_CODE:  BO
NUMBER_HEADERS = 10
EXPOCODE = 33RO20150410
SECT_ID = P16N/1
STNNBR = 110
CASTNO = 1
DATE = 20150511
TIME = 0320
LATITUDE = 21.5002
LONGITUDE = -152.0002
DEPTH =  5493
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDNOBS,CTDBEAMCP,CTDBEAMCP_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,,/METER,
       3.0,2,   24.2558,2,   34.9405,2,     208.1,2,        26,    0.0434,2
       4.0,2,   24.2557,2,   34.9403,2,     207.9,2,        31,    0.0434,2
       5.0,2,   24.2546,2,   34.9400,2,     208.4,2,        45,    0.0434,2
       6.0,2,   24.2550,2,   34.9400,2,     208.4,2,        24,    0.0434,2
       7.0,2,   24.2528,2,   34.9393,2,     208.3,2,        26,    0.0434,2
       8.0,2,   24.2509,2,   34.9391,2,     207.7,2,        36,    0.0438,2
       9.0,2,   24.2519,2,   34.9392,2,     208.7,2,        46,    0.0438,2
      10.0,2,   24.2513,2,   34.9389,2,     208.1,2,        45,    0.0438,2
      11.0,2,   24.2537,2,   34.9393,2,     208.5,2,        69,    0.0438,2
      12.0,2,   24.2514,2,   34.9389,2,     208.1,2,        31,    0.0430,2
      13.0,2,   24.2502,2,   34.9388,2,     208.1,2,        24,    0.0438,2
      14.0,2,   24.2529,2,   34.9392,2,     208.0,2,        34,    0.0438,2
      15.0,2,   24.2515,2,   34.9389,2,     208.7,2,        41,    0.0438,2
      16.0,2,   24.2525,2,   34.9390,2,     208.1,2,        42,    0.0442,2
      17.0,2,   24.2514,2,   34.9388,2,     207.8,2,        45,    0.0434,2
      18.0,2,   24.2516,2,   34.9391,2,     208.2,2,        29,    0.0434,2
      19.0,2,   24.2521,2,   34.9389,2,     208.4,2,        33,    0.0446,2
      20.0,2,   24.2464,2,   34.9380,2,     208.0,2,        60,    0.0438,2
      21.0,2,   24.2482,2,   34.9384,2,     207.9,2,        48,    0.0438,2
      22.0,2,   24.2429,2,   34.9376,2,     207.6,2,        34,    0.0438,2
      23.0,2,   24.2482,2,   34.9384,2,     207.8,2,        19,    0.0451,2
      24.0,2,   24.2439,2,   34.9378,2,     207.7,2,        18,    0.0446,2
      25.0,2,   24.2422,2,   34.9377,2,     208.2,2,        27,    0.0451,2
      26.0,2,   24.2440,2,   34.9377,2,     207.9,2,        31,    0.0442,2
      27.0,2,   24.2414,2,   34.9375,2,     207.9,2,        22,    0.0451,2
      28.0,2,   24.2424,2,   34.9375,2,     207.7,2,        25,    0.0446,2
      29.0,2,   24.2457,2,   34.9379,2,     208.2,2,        46,    0.0451,2
      30.0,2,   24.2477,2,   34.9381,2,     208.1,2,        25,    0.0438,2
