CTD,20170918CCHSIOSEE
# SHIP: R/V Ron Brown
# DATES: 20150410 to 20150513
# Region:  NE Pacific, Leg 1 of P16N
# Chief Scientist: Jessica Cross & Samantha Siedlecki
# CTDO: Who - G.Johnson:NOAA, Molly Baringer:NOAA; Status - final
# Transmissometer (CTDBEAMCP): Who - W.Gardner, TAMU; Status - final
#        Notes: beam attenuation units, 1/m
#        Instrument: Wetlabs C-Star Transmissometer, 650 nm 0.25m pathlength, SN:1636
#        Data Notes: With W.Gardner's permission, for a few profiles,
#                    removed up to the first two and/or the last samples of the
#                    submitted CTDBEAMCP profile to match the pressures
#                    of the existing CTD file. 
# Fluorometer : Who - N.Nelson; Status - no data 
#        Notes: Data removed from file because instrument broken
# References:
#        Cruise report available at http://cchdo.ucsd.edu/cruise/33RO20150410
#
# Following American Geophysical Union recommendations, the data should be
# cited as: "data provider(s), cruise name or cruise ID, data file name(s),
# CLIVAR and Carbon Hydrographic Data Office, La Jolla, CA, USA, and data
# file date." For further information, please contact one of the parties
# listed above or cchdo@ucsd.edu. Users are also requested to acknowledge
# the NSF/NOAA-funded U.S. Repeat Hydrography Program in publications resulting
# from their use.
# 
# Parameters removed from Exchange file: XMISS,FLUOR
# Parameters merged into Exchange file: CTDBEAMCP,CTDBEAMCP_FLAG_W
# CTD,20160323CCHSIOSEE - Previous Time Stamp 
#     LATITUDE_UNITS = degrees_North
#     LONGITUDE_UNITS = degrees_East
#     DATE_UNITS: YYYYMMDD
#     TIME_UNITS = HHMM
#     SECT_ID:  changed value from P16N to P16N/1,  for Leg 1
#     Originator file name = p16n_0641_ct1.csv
#     Originator Time Stamp and Comments
#        CTD,20160208PMELNOAAKEM
#        #CODE:  ctd_to_csv.m KEM 2/08/16
#        #SUMFILE_NAME:  p16n_kem.sum 2/08/16
#        #CTDFILE_NAME:  rh10641.ctd
#        #DEPTH_TYPE:  CORR
#        #EVENT_CODE:  BO
NUMBER_HEADERS = 10
EXPOCODE = 33RO20150410
SECT_ID = P16N/1
STNNBR = 64
CASTNO = 1
DATE = 20150427
TIME = 1733
LATITUDE = 2.0505
LONGITUDE = -150.9967
DEPTH =  4363
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDNOBS,CTDBEAMCP,CTDBEAMCP_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,,/METER,
       4.0,2,   28.5955,2,   35.0932,2,     196.5,2,        44,    0.0743,2
       5.0,2,   28.5949,2,   35.0935,2,     197.2,2,        36,    0.0743,2
       6.0,2,   28.5972,2,   35.0934,2,     198.2,2,        43,    0.0751,2
       7.0,2,   28.5969,2,   35.0934,2,     198.6,2,        37,    0.0743,2
       8.0,2,   28.5974,2,   35.0933,2,     198.6,2,        60,    0.0747,2
       9.0,2,   28.5976,2,   35.0932,2,     198.8,2,        37,    0.0751,2
      10.0,2,   28.5975,2,   35.0931,2,     198.9,2,        32,    0.0739,2
      11.0,2,   28.5980,2,   35.0931,2,     198.7,2,        23,    0.0739,2
      12.0,2,   28.5984,2,   35.0932,2,     198.8,2,        31,    0.0747,2
      13.0,2,   28.5980,2,   35.0930,2,     198.8,2,        38,    0.0739,2
      14.0,2,   28.5971,2,   35.0929,2,     198.5,2,        54,    0.0747,2
      15.0,2,   28.5977,2,   35.0932,2,     199.0,2,        41,    0.0751,2
      16.0,2,   28.5978,2,   35.0932,2,     198.5,2,        26,    0.0743,2
      17.0,2,   28.5977,2,   35.0930,2,     198.4,2,        22,    0.0743,2
      18.0,2,   28.5976,2,   35.0930,2,     198.8,2,        29,    0.0743,2
      19.0,2,   28.5976,2,   35.0931,2,     199.0,2,        34,    0.0743,2
      20.0,2,   28.5977,2,   35.0931,2,     199.0,2,        27,    0.0743,2
      21.0,2,   28.5978,2,   35.0931,2,     199.1,2,        32,    0.0739,2
      22.0,2,   28.5982,2,   35.0932,2,     199.1,2,        36,    0.0743,2
      23.0,2,   28.5982,2,   35.0932,2,     199.3,2,        43,    0.0735,2
      24.0,2,   28.5981,2,   35.0931,2,     199.3,2,        46,    0.0722,2
      25.0,2,   28.5976,2,   35.0930,2,     199.5,2,        36,    0.0739,2
      26.0,2,   28.5981,2,   35.0930,2,     199.6,2,        33,    0.0739,2
      27.0,2,   28.5982,2,   35.0930,2,     199.6,2,        44,    0.0755,2
      28.0,2,   28.5985,2,   35.0929,2,     199.5,2,        53,    0.0735,2
      29.0,2,   28.5990,2,   35.0930,2,     199.6,2,        63,    0.0739,2
      30.0,2,   28.5991,2,   35.0930,2,     199.5,2,        42, -999.0000,9
      31.0,2,   28.5992,2,   35.0929,2,     199.6,2,        25,    0.0731,2
      32.0,2,   28.5993,2,   35.0929,2,     199.5,2,        24,    0.0731,2
      33.0,2,   28.5992,2,   35.0929,2,     199.6,2,        39,    0.0755,2
      34.0,2,   28.5987,2,   35.0928,2,     199.6,2,        51,    0.0747,2
      35.0,2,   28.5979,2,   35.0927,2,     199.6,2,        33,    0.0735,2
      36.0,2,   28.5969,2,   35.0926,2,     199.4,2,        30,    0.0743,2
      37.0,2,   28.5948,2,   35.0923,2,     199.4,2,        29,    0.0751,2
      38.0,2,   28.5919,2,   35.0920,2,     199.5,2,        33,    0.0710,2
      39.0,2,   28.5896,2,   35.0917,2,     199.5,2,        45,    0.0714,2
      40.0,2,   28.5888,2,   35.0915,2,     199.4,2,        29,    0.0718,2
      41.0,2,   28.5879,2,   35.0914,2,     199.3,2,        23,    0.0727,2
      42.0,2,   28.5871,2,   35.0911,2,     199.3,2,        22,    0.0735,2
      43.0,2,   28.5850,2,   35.0908,2,     199.2,2,        33,    0.0722,2
      44.0,2,   28.5806,2,   35.0900,2,     199.2,2,        34,    0.0714,2
      45.0,2,   28.5756,2,   35.0892,2,     199.2,2,        22,    0.0706,2
      46.0,2,   28.5620,2,   35.0872,2,     199.4,2,        23,    0.0694,2
      47.0,2,   28.5503,2,   35.0852,2,     199.5,2,        37,    0.0670,2
      48.0,2,   28.5557,2,   35.0862,2,     199.1,2,        39,    0.0678,2
      49.0,2,   28.5434,2,   35.0844,2,     199.2,2,        26,    0.0670,2
      50.0,2,   28.5393,2,   35.0841,2,     199.4,2,        30,    0.0661,2
      51.0,2,   28.5361,2,   35.0839,2,     199.2,2,        44,    0.0666,2
      52.0,2,   28.5300,2,   35.0838,2,     199.1,2,        41,    0.0682,2
      53.0,2,   28.5191,2,   35.0836,2,     199.1,2,        26,    0.0649,2
      54.0,2,   28.5142,2,   35.0842,2,     198.6,2,        21,    0.0649,2
      55.0,2,   28.5120,2,   35.0844,2,     198.3,2,        25,    0.0633,2
      56.0,2,   28.5108,2,   35.0843,2,     198.7,2,        33, -999.0000,9
      57.0,2,   28.5101,2,   35.0836,2,     199.2,2,        31,    0.0722,2
      58.0,2,   28.5020,2,   35.0837,2,     199.3,2,        21,    0.0649,2
      59.0,2,   28.4938,2,   35.0839,2,     199.4,2,        21,    0.0621,2
      60.0,2,   28.4857,2,   35.0840,2,     199.3,2,        34,    0.0605,2
      61.0,2,   28.4812,2,   35.0846,2,     199.3,2,        46,    0.0617,2
      62.0,2,   28.4778,2,   35.0855,2,     199.3,2,        26,    0.0617,2
      63.0,2,   28.4744,2,   35.0861,2,     199.1,2,        21,    0.0600,2
      64.0,2,   28.4725,2,   35.0868,2,     199.0,2,        19,    0.0600,2
      65.0,2,   28.4695,2,   35.0878,2,     199.1,2,        20,    0.0584,2
      66.0,2,   28.4663,2,   35.0905,2,     199.2,2,        25,    0.0580,2
      67.0,2,   28.4609,2,   35.0946,2,     199.0,2,        45,    0.0592,2
      68.0,2,   28.4543,2,   35.0986,2,     199.0,2,        38,    0.0580,2
      69.0,2,   28.4454,2,   35.1040,2,     199.3,2,        34,    0.0572,2
      70.0,2,   28.4421,2,   35.1103,2,     199.0,2,        32,    0.0596,2
      71.0,2,   28.4359,2,   35.1177,2,     199.2,2,        23,    0.0572,2
      72.0,2,   28.4225,2,   35.1287,2,     198.9,2,        19,    0.0564,2
      73.0,2,   28.4003,2,   35.1377,2,     198.8,2,        19,    0.0564,2
      74.0,2,   28.3791,2,   35.1509,2,     199.5,2,        29,    0.0564,2
      75.0,2,   28.3249,2,   35.1526,2,     199.1,2,        52,    0.0580,2
      76.0,2,   28.2899,2,   35.1408,2,     197.9,2,        33,    0.0564,2
      77.0,2,   28.2366,2,   35.1439,2,     198.0,2,        28,    0.0552,2
      78.0,2,   28.2345,2,   35.1433,2,     197.0,2,        36,    0.0552,2
      79.0,2,   28.2203,2,   35.1394,2,     196.6,2,        34,    0.0544,2
      80.0,2,   28.2084,2,   35.1387,2,     196.7,2,        25,    0.0556,2
      81.0,2,   28.2040,2,   35.1395,2,     196.9,2,        25,    0.0532,2
      82.0,2,   28.2105,2,   35.1465,2,     196.9,2,        28,    0.0527,2
      83.0,2,   28.2043,2,   35.1482,2,     197.1,2,        30,    0.0532,2
      84.0,2,   28.1943,2,   35.1456,2,     196.7,2,        32,    0.0527,2
      85.0,2,   28.1828,2,   35.1415,2,     196.0,2,        48,    0.0527,2
      86.0,2,   28.1593,2,   35.1349,2,     195.5,2,        42,    0.0515,2
      87.0,2,   27.9905,2,   35.1041,2,     195.4,2,        26,    0.0511,2
      88.0,2,   27.8892,2,   35.0989,2,     195.0,2,        21,    0.0511,2
      89.0,2,   27.8817,2,   35.0970,2,     193.9,2,        22,    0.0503,2
      90.0,2,   27.8838,2,   35.1014,2,     192.7,2,        44,    0.0483,2
      91.0,2,   27.8832,2,   35.1032,2,     191.5,2,        51,    0.0495,2
