CTD,20170918CCHSIOSEE
# SHIP: R/V Ron Brown
# DATES: 20150410 to 20150513
# Region:  NE Pacific, Leg 1 of P16N
# Chief Scientist: Jessica Cross & Samantha Siedlecki
# CTDO: Who - G.Johnson:NOAA, Molly Baringer:NOAA; Status - final
# Transmissometer (CTDBEAMCP): Who - W.Gardner, TAMU; Status - final
#        Notes: beam attenuation units, 1/m
#        Instrument: Wetlabs C-Star Transmissometer, 650 nm 0.25m pathlength, SN:1636
#        Data Notes: With W.Gardner's permission, for a few profiles,
#                    removed up to the first two and/or the last samples of the
#                    submitted CTDBEAMCP profile to match the pressures
#                    of the existing CTD file. 
# Fluorometer : Who - N.Nelson; Status - no data 
#        Notes: Data removed from file because instrument broken
# References:
#        Cruise report available at http://cchdo.ucsd.edu/cruise/33RO20150410
#
# Following American Geophysical Union recommendations, the data should be
# cited as: "data provider(s), cruise name or cruise ID, data file name(s),
# CLIVAR and Carbon Hydrographic Data Office, La Jolla, CA, USA, and data
# file date." For further information, please contact one of the parties
# listed above or cchdo@ucsd.edu. Users are also requested to acknowledge
# the NSF/NOAA-funded U.S. Repeat Hydrography Program in publications resulting
# from their use.
# 
# Parameters removed from Exchange file: XMISS,FLUOR
# Parameters merged into Exchange file: CTDBEAMCP,CTDBEAMCP_FLAG_W
# CTD,20160323CCHSIOSEE - Previous Time Stamp 
#     LATITUDE_UNITS = degrees_North
#     LONGITUDE_UNITS = degrees_East
#     DATE_UNITS: YYYYMMDD
#     TIME_UNITS = HHMM
#     SECT_ID:  changed value from P16N to P16N/1,  for Leg 1
#     Originator file name = p16n_0751_ct1.csv
#     Originator Time Stamp and Comments
#        CTD,20160208PMELNOAAKEM
#        #CODE:  ctd_to_csv.m KEM 2/08/16
#        #SUMFILE_NAME:  p16n_kem.sum 2/08/16
#        #CTDFILE_NAME:  rh10751.ctd
#        #DEPTH_TYPE:  CORR
#        #EVENT_CODE:  BO
NUMBER_HEADERS = 10
EXPOCODE = 33RO20150410
SECT_ID = P16N/1
STNNBR = 75
CASTNO = 1
DATE = 20150430
TIME = 1411
LATITUDE = 4.6703
LONGITUDE = -151.0002
DEPTH =  5094
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDNOBS,CTDBEAMCP,CTDBEAMCP_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,,/METER,
       3.0,2,   29.0161,3,   34.8961,3,     197.9,3,        39,    0.0682,2
       4.0,2,   29.0189,3,   34.8957,3,     197.7,3,        38,    0.0682,2
       5.0,2,   29.0191,2,   34.8959,2,     198.1,2,        42,    0.0690,2
       6.0,2,   29.0209,2,   34.8955,2,     197.9,2,        49,    0.0690,2
       7.0,2,   29.0205,2,   34.8956,2,     198.0,2,        42,    0.0682,2
       8.0,2,   29.0206,2,   34.8957,2,     198.0,2,        35, -999.0000,9
       9.0,2,   29.0222,2,   34.8953,2,     198.1,2,        20,    0.0682,2
      10.0,2,   29.0232,2,   34.8955,2,     197.7,2,        27,    0.0682,2
      11.0,2,   29.0231,2,   34.8957,2,     198.1,2,        41,    0.0686,2
      12.0,2,   29.0221,2,   34.8960,2,     198.4,2,        21,    0.0690,2
      13.0,2,   29.0240,2,   34.8957,2,     198.2,2,        25,    0.0686,2
      14.0,2,   29.0239,2,   34.8956,2,     197.6,2,        44,    0.0690,2
      15.0,2,   29.0244,2,   34.8958,2,     197.9,2,        33,    0.0702,2
      16.0,2,   29.0242,2,   34.8959,2,     197.8,2,        58,    0.0686,2
      17.0,2,   29.0243,2,   34.8957,2,     198.1,2,        55,    0.0690,2
      18.0,2,   29.0242,2,   34.8961,2,     198.4,2,        39,    0.0694,2
      19.0,2,   29.0246,2,   34.8965,2,     197.7,2,        25, -999.0000,9
      20.0,2,   29.0244,2,   34.8968,2,     197.7,2,        27,    0.0682,2
      21.0,2,   29.0249,2,   34.8968,2,     198.1,2,        39,    0.0682,2
      22.0,2,   29.0254,2,   34.8970,2,     198.4,2,        29,    0.0682,2
      23.0,2,   29.0262,2,   34.8970,2,     198.4,2,        42,    0.0682,2
      24.0,2,   29.0271,2,   34.8992,2,     198.6,2,        30,    0.0686,2
      25.0,2,   29.0275,2,   34.8999,2,     198.3,2,        22,    0.0678,2
      26.0,2,   29.0276,2,   34.9001,2,     198.3,2,        24,    0.0735,2
      27.0,2,   29.0281,2,   34.9002,2,     198.2,2,        32,    0.0690,2
      28.0,2,   29.0283,2,   34.9009,2,     198.1,2,        27,    0.0682,2
      29.0,2,   29.0273,2,   34.9066,2,     198.1,2,        29,    0.0670,2
      30.0,2,   29.0260,2,   34.9088,2,     198.3,2,        37,    0.0670,2
      31.0,2,   29.0213,2,   34.9102,2,     198.1,2,        49,    0.0666,2
      32.0,2,   29.0189,2,   34.9116,2,     197.8,2,        62,    0.0657,2
      33.0,2,   29.0122,2,   34.9131,2,     197.8,2,        30,    0.0653,2
      34.0,2,   29.0033,2,   34.9145,2,     198.0,2,        40,    0.0666,2
      35.0,2,   29.0003,2,   34.9154,2,     198.3,2,        34,    0.0653,2
      36.0,2,   28.9945,2,   34.9164,2,     198.1,2,        28,    0.0657,2
      37.0,2,   28.9894,2,   34.9183,2,     198.7,2,        40,    0.0657,2
      38.0,2,   28.9878,2,   34.9198,2,     198.0,2,        37,    0.0678,2
      39.0,2,   28.9863,2,   34.9221,2,     198.2,2,        41,    0.0686,2
