CTD,20170918CCHSIOSEE
# SHIP: R/V Ron Brown
# DATES: 20150410 to 20150513
# Region:  NE Pacific, Leg 1 of P16N
# Chief Scientist: Jessica Cross & Samantha Siedlecki
# CTDO: Who - G.Johnson:NOAA, Molly Baringer:NOAA; Status - final
# Transmissometer (CTDBEAMCP): Who - W.Gardner, TAMU; Status - final
#        Notes: beam attenuation units, 1/m
#        Instrument: Wetlabs C-Star Transmissometer, 650 nm 0.25m pathlength, SN:1636
#        Data Notes: With W.Gardner's permission, for a few profiles,
#                    removed up to the first two and/or the last samples of the
#                    submitted CTDBEAMCP profile to match the pressures
#                    of the existing CTD file. 
# Fluorometer : Who - N.Nelson; Status - no data 
#        Notes: Data removed from file because instrument broken
# References:
#        Cruise report available at http://cchdo.ucsd.edu/cruise/33RO20150410
#
# Following American Geophysical Union recommendations, the data should be
# cited as: "data provider(s), cruise name or cruise ID, data file name(s),
# CLIVAR and Carbon Hydrographic Data Office, La Jolla, CA, USA, and data
# file date." For further information, please contact one of the parties
# listed above or cchdo@ucsd.edu. Users are also requested to acknowledge
# the NSF/NOAA-funded U.S. Repeat Hydrography Program in publications resulting
# from their use.
# 
# Parameters removed from Exchange file: XMISS,FLUOR
# Parameters merged into Exchange file: CTDBEAMCP,CTDBEAMCP_FLAG_W
# CTD,20160323CCHSIOSEE - Previous Time Stamp 
#     LATITUDE_UNITS = degrees_North
#     LONGITUDE_UNITS = degrees_East
#     DATE_UNITS: YYYYMMDD
#     TIME_UNITS = HHMM
#     SECT_ID:  changed value from P16N to P16N/1,  for Leg 1
#     Originator file name = p16n_0461_ct1.csv
#     Originator Time Stamp and Comments
#        CTD,20160208PMELNOAAKEM
#        #CODE:  ctd_to_csv.m KEM 2/08/16
#        #SUMFILE_NAME:  p16n_kem.sum 2/08/16
#        #CTDFILE_NAME:  rh10461.ctd
#        #DEPTH_TYPE:  CORR
#        #EVENT_CODE:  BO
NUMBER_HEADERS = 10
EXPOCODE = 33RO20150410
SECT_ID = P16N/1
STNNBR = 46
CASTNO = 1
DATE = 20150423
TIME = 1543
LATITUDE = -0.74
LONGITUDE = -151
DEPTH =  4545
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDNOBS,CTDBEAMCP,CTDBEAMCP_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,,/METER,
       4.0,2,   28.4865,2,   35.2868,2,     196.0,2,        47, -999.0000,9
       5.0,2,   28.4859,2,   35.2869,2,     195.7,2,        46, -999.0000,9
       6.0,2,   28.4832,2,   35.2869,2,     196.1,2,        61, -999.0000,9
       7.0,2,   28.4843,2,   35.2870,2,     195.9,2,        37, -999.0000,9
       8.0,2,   28.4838,2,   35.2869,2,     196.1,2,        46, -999.0000,9
       9.0,2,   28.4849,2,   35.2870,2,     196.1,2,        44, -999.0000,9
      10.0,2,   28.4840,2,   35.2869,2,     196.2,2,        61, -999.0000,9
      11.0,2,   28.4824,2,   35.2869,2,     196.0,2,        52, -999.0000,9
      12.0,2,   28.4828,2,   35.2869,2,     196.3,2,        36, -999.0000,9
      13.0,2,   28.4811,2,   35.2871,2,     196.0,2,        37, -999.0000,9
      14.0,2,   28.4788,2,   35.2872,2,     196.0,2,        48, -999.0000,9
      15.0,2,   28.4807,2,   35.2871,2,     196.5,2,        47, -999.0000,9
      16.0,2,   28.4816,2,   35.2871,2,     196.4,2,        33, -999.0000,9
      17.0,2,   28.4816,2,   35.2871,2,     196.2,2,        28, -999.0000,9
      18.0,2,   28.4815,2,   35.2871,2,     195.6,2,        26, -999.0000,9
      19.0,2,   28.4809,2,   35.2871,2,     195.9,2,        41, -999.0000,9
      20.0,2,   28.4824,2,   35.2871,2,     195.7,2,        41, -999.0000,9
      21.0,2,   28.4847,2,   35.2871,2,     196.2,2,        36, -999.0000,9
      22.0,2,   28.4854,2,   35.2870,2,     196.4,2,        36, -999.0000,9
      23.0,2,   28.4862,2,   35.2870,2,     196.1,2,        32, -999.0000,9
      24.0,2,   28.4871,2,   35.2870,2,     196.1,2,        37, -999.0000,9
      25.0,2,   28.4863,2,   35.2869,2,     196.4,2,        44, -999.0000,9
      26.0,2,   28.4847,2,   35.2870,2,     196.2,2,        49, -999.0000,9
      27.0,2,   28.4838,2,   35.2869,2,     195.7,2,        35, -999.0000,9
      28.0,2,   28.4839,2,   35.2871,2,     195.8,2,        28, -999.0000,9
      29.0,2,   28.4840,2,   35.2872,2,     195.8,2,        44, -999.0000,9
      30.0,2,   28.4842,2,   35.2871,2,     196.3,2,        44, -999.0000,9
      31.0,2,   28.4832,2,   35.2872,2,     196.3,2,        33, -999.0000,9
