CTD,20170918CCHSIOSEE
# SHIP: R/V Ron Brown
# DATES: 20150410 to 20150513
# Region:  NE Pacific, Leg 1 of P16N
# Chief Scientist: Jessica Cross & Samantha Siedlecki
# CTDO: Who - G.Johnson:NOAA, Molly Baringer:NOAA; Status - final
# Transmissometer (CTDBEAMCP): Who - W.Gardner, TAMU; Status - final
#        Notes: beam attenuation units, 1/m
#        Instrument: Wetlabs C-Star Transmissometer, 650 nm 0.25m pathlength, SN:1636
#        Data Notes: With W.Gardner's permission, for a few profiles,
#                    removed up to the first two and/or the last samples of the
#                    submitted CTDBEAMCP profile to match the pressures
#                    of the existing CTD file. 
# Fluorometer : Who - N.Nelson; Status - no data 
#        Notes: Data removed from file because instrument broken
# References:
#        Cruise report available at http://cchdo.ucsd.edu/cruise/33RO20150410
#
# Following American Geophysical Union recommendations, the data should be
# cited as: "data provider(s), cruise name or cruise ID, data file name(s),
# CLIVAR and Carbon Hydrographic Data Office, La Jolla, CA, USA, and data
# file date." For further information, please contact one of the parties
# listed above or cchdo@ucsd.edu. Users are also requested to acknowledge
# the NSF/NOAA-funded U.S. Repeat Hydrography Program in publications resulting
# from their use.
# 
# Parameters removed from Exchange file: XMISS,FLUOR
# Parameters merged into Exchange file: CTDBEAMCP,CTDBEAMCP_FLAG_W
# CTD,20160323CCHSIOSEE - Previous Time Stamp 
#     LATITUDE_UNITS = degrees_North
#     LONGITUDE_UNITS = degrees_East
#     DATE_UNITS: YYYYMMDD
#     TIME_UNITS = HHMM
#     SECT_ID:  changed value from P16N to P16N/1,  for Leg 1
#     Originator file name = p16n_0511_ct1.csv
#     Originator Time Stamp and Comments
#        CTD,20160208PMELNOAAKEM
#        #CODE:  ctd_to_csv.m KEM 2/08/16
#        #SUMFILE_NAME:  p16n_kem.sum 2/08/16
#        #CTDFILE_NAME:  rh10511.ctd
#        #DEPTH_TYPE:  CORR
#        #EVENT_CODE:  BO
NUMBER_HEADERS = 10
EXPOCODE = 33RO20150410
SECT_ID = P16N/1
STNNBR = 51
CASTNO = 1
DATE = 20150424
TIME = 2324
LATITUDE = -0.003
LONGITUDE = -151
DEPTH =  4351
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDNOBS,CTDBEAMCP,CTDBEAMCP_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,,/METER,
       4.0,2,   28.2034,2,   35.1472,2,     195.6,2,        47,    0.0824,2
       5.0,2,   28.2018,2,   35.1467,2,     196.0,2,        58,    0.0816,2
       6.0,2,   28.1688,2,   35.1458,2,     195.6,2,        58,    0.0816,2
       7.0,2,   28.1660,2,   35.1465,2,     195.8,2,        40,    0.0849,2
       8.0,2,   28.1664,2,   35.1467,2,     195.8,2,        45,    0.0882,2
       9.0,2,   28.1669,2,   35.1471,2,     196.1,2,        46,    0.0869,2
      10.0,2,   28.1662,2,   35.1477,2,     195.6,2,        52,    0.0861,2
      11.0,2,   28.1648,2,   35.1477,2,     195.5,2,        65,    0.0849,2
      12.0,2,   28.1622,2,   35.1480,2,     196.0,2,        46,    0.0861,2
      13.0,2,   28.1600,2,   35.1481,2,     196.0,2,        48,    0.0865,2
      14.0,2,   28.1596,2,   35.1483,2,     195.6,2,        55,    0.0857,2
      15.0,2,   28.1592,2,   35.1483,2,     195.2,2,        57,    0.0878,2
      16.0,2,   28.1589,2,   35.1484,2,     195.7,2,        48,    0.0861,2
      17.0,2,   28.1579,2,   35.1486,2,     195.5,2,        28,    0.0869,2
      18.0,2,   28.1567,2,   35.1488,2,     195.3,2,        29,    0.0869,2
      19.0,2,   28.1559,2,   35.1487,2,     195.9,2,        41,    0.0857,2
      20.0,2,   28.1545,2,   35.1487,2,     195.7,2,        47,    0.0865,2
      21.0,2,   28.1532,2,   35.1486,2,     196.1,2,        40,    0.0861,2
      22.0,2,   28.1521,2,   35.1489,2,     196.8,2,        47,    0.0861,2
      23.0,2,   28.1513,2,   35.1488,2,     196.5,2,        61,    0.0845,2
      24.0,2,   28.1494,2,   35.1488,2,     196.2,2,        45, -999.0000,9
      25.0,2,   28.1465,2,   35.1485,2,     196.0,2,        39,    0.0861,2
      26.0,2,   28.1437,2,   35.1484,2,     196.1,2,        60,    0.0869,2
      27.0,2,   28.1414,2,   35.1481,2,     196.5,2,        42,    0.0853,2
      28.0,2,   28.1383,2,   35.1480,2,     196.2,2,        41,    0.0853,2
      29.0,2,   28.1365,2,   35.1480,2,     196.5,2,        54,    0.0853,2
      30.0,2,   28.1324,2,   35.1484,2,     196.3,2,        43,    0.0853,2
      31.0,2,   28.1299,2,   35.1483,2,     196.3,2,        36,    0.0861,2
      32.0,2,   28.1263,2,   35.1483,2,     196.4,2,        45,    0.0837,2
      33.0,2,   28.1245,2,   35.1483,2,     195.8,2,        62,    0.0857,2
      34.0,2,   28.1173,2,   35.1478,2,     196.2,2,        38,    0.0845,2
      35.0,2,   28.1130,2,   35.1474,2,     196.3,2,        34,    0.0837,2
      36.0,2,   28.1064,2,   35.1470,2,     195.7,2,        42,    0.0841,2
      37.0,2,   28.0992,2,   35.1466,2,     195.6,2,        54,    0.0853,2
      38.0,2,   28.0968,2,   35.1464,2,     195.2,2,        45,    0.0829,2
      39.0,2,   28.0853,2,   35.1461,2,     195.3,2,        27,    0.0816,2
      40.0,2,   28.0836,2,   35.1463,2,     195.2,2,        25,    0.0800,2
      41.0,2,   28.0779,2,   35.1469,2,     194.9,2,        36,    0.0816,2
      42.0,2,   28.0796,2,   35.1468,2,     194.6,2,        56,    0.0808,2
      43.0,2,   28.0611,2,   35.1491,2,     194.7,2,        46,    0.0808,2
      44.0,2,   28.0530,2,   35.1518,2,     194.3,2,        37,    0.0800,2
      45.0,2,   28.0446,2,   35.1551,2,     193.7,2,        39,    0.0788,2
      46.0,2,   28.0377,2,   35.1561,2,     192.9,2,        43,    0.0788,2
      47.0,2,   28.0250,2,   35.1572,2,     193.1,2,        38,    0.0784,2
      48.0,2,   28.0076,2,   35.1585,2,     192.3,2,        26,    0.0784,2
      49.0,2,   27.9856,2,   35.1605,2,     192.3,2,        31,    0.0767,2
      50.0,2,   27.9734,2,   35.1614,2,     191.7,2,        56,    0.0767,2
      51.0,2,   27.9563,2,   35.1635,2,     191.2,2,        33,    0.0767,2
      52.0,2,   27.9371,2,   35.1654,2,     191.1,2,        44,    0.0759,2
      53.0,2,   27.9232,2,   35.1673,2,     190.4,2,        25,    0.0751,2
      54.0,2,   27.9116,2,   35.1686,2,     190.0,2,        26,    0.0763,2
      55.0,2,   27.8987,2,   35.1705,2,     190.0,2,        43,    0.0735,2
      56.0,2,   27.8789,2,   35.1739,2,     189.8,2,        40,    0.0755,2
      57.0,2,   27.8607,2,   35.1776,2,     189.2,2,        41,    0.0751,2
      58.0,2,   27.8356,2,   35.1854,2,     188.7,2,        31,    0.0739,2
      59.0,2,   27.8245,2,   35.1938,2,     188.3,2,        41,    0.0718,2
      60.0,2,   27.8090,2,   35.2033,2,     186.9,2,        54,    0.0718,2
      61.0,2,   27.7921,2,   35.2111,2,     186.2,2,        41,    0.0702,2
      62.0,2,   27.7818,2,   35.2154,2,     185.3,2,        31,    0.0698,2
      63.0,2,   27.7692,2,   35.2215,2,     185.0,2,        33,    0.0694,2
      64.0,2,   27.7621,2,   35.2297,2,     184.5,2,        35,    0.0694,2
      65.0,2,   27.7580,2,   35.2359,2,     183.5,2,        37,    0.0678,2
      66.0,2,   27.7579,2,   35.2405,2,     183.0,2,        38,    0.0702,2
      67.0,2,   27.7722,2,   35.2560,2,     182.2,2,        39,    0.0698,2
      68.0,2,   27.7679,2,   35.2628,2,     181.1,2,        50,    0.0678,2
      69.0,2,   27.7567,2,   35.2704,2,     179.7,2,        31,    0.0670,2
      70.0,2,   27.7730,2,   35.2884,2,     179.4,2,        21,    0.0666,2
      71.0,2,   27.8000,2,   35.3155,2,     179.0,2,        21,    0.0702,2
      72.0,2,   27.8121,2,   35.3248,2,     178.3,2,        30,    0.0674,2
      73.0,2,   27.8164,2,   35.3277,2,     176.9,2,        42,    0.0694,2
      74.0,2,   27.8223,2,   35.3331,2,     176.5,2,        31,    0.0657,2
      75.0,2,   27.8208,2,   35.3346,2,     176.0,2,        31,    0.0625,2
      76.0,2,   27.7971,2,   35.3424,2,     176.0,2,        60,    0.0613,2
      77.0,2,   27.7606,2,   35.3395,2,     174.6,2,        40,    0.0613,2
      78.0,2,   27.7470,2,   35.3379,2,     173.7,2,        24,    0.0596,2
      79.0,2,   27.7171,2,   35.3462,2,     173.1,2,        21,    0.0576,2
      80.0,2,   27.6766,2,   35.3532,2,     172.3,2,        21,    0.0564,2
      81.0,2,   27.6455,2,   35.3544,2,     171.1,2,        27,    0.0568,2
      82.0,2,   27.6351,2,   35.3537,2,     169.9,2,        37,    0.0556,2
      83.0,2,   27.6257,2,   35.3529,2,     169.7,2,        57,    0.0540,2
      84.0,2,   27.6150,2,   35.3531,2,     169.6,2,        42,    0.0552,2
      85.0,2,   27.5816,2,   35.3538,2,     169.4,2,        30,    0.0523,2
      86.0,2,   27.5738,2,   35.3534,2,     168.6,2,        29,    0.0515,2
      87.0,2,   27.5493,2,   35.3527,2,     168.9,2,        28,    0.0511,2
      88.0,2,   27.5326,2,   35.3553,2,     169.5,2,        29,    0.0499,2
      89.0,2,   27.4825,2,   35.3653,2,     169.6,2,        31,    0.0495,2
      90.0,2,   27.4369,2,   35.3671,2,     170.2,2,        46,    0.0475,2
      91.0,2,   27.3896,2,   35.3679,2,     170.9,2,        33,    0.0459,2
      92.0,2,   27.3735,2,   35.3700,2,     170.5,2,        25,    0.0438,2
      93.0,2,   27.3704,2,   35.3708,2,     170.4,2,        25,    0.0463,2
      94.0,2,   27.3673,2,   35.3718,2,     170.0,2,        36,    0.0414,2
      95.0,2,   27.3586,2,   35.3737,2,     169.4,2,        60,    0.0418,2
      96.0,2,   27.3296,2,   35.3780,2,     168.9,2,        33,    0.0410,2
      97.0,2,   27.2908,2,   35.3805,2,     168.6,2,        26,    0.0430,2
      98.0,2,   27.2748,2,   35.3829,2,     168.5,2,        25,    0.0394,2
      99.0,2,   27.2478,2,   35.3833,2,     168.1,2,        24,    0.0386,2
     100.0,2,   27.2388,2,   35.3859,2,     167.6,2,        28,    0.0374,2
     101.0,2,   27.2238,2,   35.3855,2,     167.3,2,        30,    0.0362,2
     102.0,2,   27.1497,2,   35.3840,2,     167.0,2,        38,    0.0362,2
     103.0,2,   27.1119,2,   35.3822,2,     166.1,2,        52,    0.0402,2
     104.0,2,   27.0777,2,   35.3815,2,     164.2,2,        43,    0.0350,2
     105.0,2,   27.0583,2,   35.3817,2,     163.0,2,        29,    0.0341,2
     106.0,2,   27.0452,2,   35.3818,2,     162.7,2,        27,    0.0341,2
     107.0,2,   27.0354,2,   35.3818,2,     162.7,2,        28,    0.0341,2
     108.0,2,   26.9573,2,   35.3797,2,     162.7,2,        23,    0.0333,2
     109.0,2,   26.8776,2,   35.3793,2,     162.5,2,        22,    0.0329,2
     110.0,2,   26.8497,2,   35.3742,2,     161.5,2,        26,    0.0325,2
     111.0,2,   26.8298,2,   35.3684,2,     159.5,2,        39,    0.0317,2
