CTD,20170918CCHSIOSEE
# SHIP: R/V Ron Brown
# DATES: 20150410 to 20150513
# Region:  NE Pacific, Leg 1 of P16N
# Chief Scientist: Jessica Cross & Samantha Siedlecki
# CTDO: Who - G.Johnson:NOAA, Molly Baringer:NOAA; Status - final
# Transmissometer (CTDBEAMCP): Who - W.Gardner, TAMU; Status - final
#        Notes: beam attenuation units, 1/m
#        Instrument: Wetlabs C-Star Transmissometer, 650 nm 0.25m pathlength, SN:1636
#        Data Notes: With W.Gardner's permission, for a few profiles,
#                    removed up to the first two and/or the last samples of the
#                    submitted CTDBEAMCP profile to match the pressures
#                    of the existing CTD file. 
# Fluorometer : Who - N.Nelson; Status - no data 
#        Notes: Data removed from file because instrument broken
# References:
#        Cruise report available at http://cchdo.ucsd.edu/cruise/33RO20150410
#
# Following American Geophysical Union recommendations, the data should be
# cited as: "data provider(s), cruise name or cruise ID, data file name(s),
# CLIVAR and Carbon Hydrographic Data Office, La Jolla, CA, USA, and data
# file date." For further information, please contact one of the parties
# listed above or cchdo@ucsd.edu. Users are also requested to acknowledge
# the NSF/NOAA-funded U.S. Repeat Hydrography Program in publications resulting
# from their use.
# 
# Parameters removed from Exchange file: XMISS,FLUOR
# Parameters merged into Exchange file: CTDBEAMCP,CTDBEAMCP_FLAG_W
# CTD,20160323CCHSIOSEE - Previous Time Stamp 
#     LATITUDE_UNITS = degrees_North
#     LONGITUDE_UNITS = degrees_East
#     DATE_UNITS: YYYYMMDD
#     TIME_UNITS = HHMM
#     SECT_ID:  changed value from P16N to P16N/1,  for Leg 1
#     Originator file name = p16n_0061_ct1.csv
#     Originator Time Stamp and Comments
#        CTD,20160208PMELNOAAKEM
#        #CODE:  ctd_to_csv.m KEM 2/08/16
#        #SUMFILE_NAME:  p16n_kem.sum 2/08/16
#        #CTDFILE_NAME:  rh10061.ctd
#        #DEPTH_TYPE:  CORR
#        #EVENT_CODE:  BO
NUMBER_HEADERS = 10
EXPOCODE = 33RO20150410
SECT_ID = P16N/1
STNNBR = 6
CASTNO = 1
DATE = 20150412
TIME = 1545
LATITUDE = -14.0002
LONGITUDE = -150.8
DEPTH =  4076
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDNOBS,CTDBEAMCP,CTDBEAMCP_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,,/METER,
       2.0,2,   29.1327,3,   35.4805,3,     191.9,3,        12,    0.0402,2
       3.0,2,   29.1449,3,   35.4798,3,     192.4,3,        40,    0.0406,2
       4.0,2,   29.1487,3,   35.4797,3,     192.2,3,        60,    0.0406,2
       5.0,2,   29.1474,3,   35.4798,3,     192.7,3,        49,    0.0406,2
       6.0,2,   29.1498,3,   35.4797,3,     193.3,3,        41,    0.0406,2
       7.0,2,   29.1521,3,   35.4808,3,     192.6,3,        35,    0.0406,2
       8.0,2,   29.1491,2,   35.4811,2,     192.9,2,        31,    0.0406,2
       9.0,2,   29.1483,2,   35.4812,2,     193.1,2,        47,    0.0406,2
      10.0,2,   29.1476,2,   35.4811,2,     193.1,2,        53,    0.0406,2
      11.0,2,   29.1477,2,   35.4811,2,     192.9,2,        51,    0.0406,2
      12.0,2,   29.1477,2,   35.4812,2,     192.7,2,        57,    0.0406,2
      13.0,2,   29.1478,2,   35.4812,2,     192.5,2,        38,    0.0406,2
      14.0,2,   29.1483,2,   35.4812,2,     192.7,2,        38,    0.0406,2
      15.0,2,   29.1484,2,   35.4813,2,     192.8,2,        55,    0.0406,2
      16.0,2,   29.1487,2,   35.4813,2,     192.9,2,        39,    0.0406,2
      17.0,2,   29.1498,2,   35.4813,2,     193.1,2,        43,    0.0406,2
      18.0,2,   29.1522,2,   35.4813,2,     193.2,2,        41,    0.0406,2
      19.0,2,   29.1554,2,   35.4812,2,     193.2,2,        32,    0.0406,2
      20.0,2,   29.1585,2,   35.4812,2,     193.1,2,        24,    0.0406,2
      21.0,2,   29.1583,2,   35.4813,2,     193.3,2,        27,    0.0406,2
      22.0,2,   29.1571,2,   35.4813,2,     193.1,2,        45,    0.0406,2
      23.0,2,   29.1582,2,   35.4811,2,     192.4,2,        39,    0.0402,2
      24.0,2,   29.1577,2,   35.4813,2,     192.5,2,        48,    0.0406,2
      25.0,2,   29.1608,2,   35.4817,2,     193.0,2,        54,    0.0402,2
      26.0,2,   29.1617,2,   35.4829,2,     193.0,2,        33,    0.0406,2
      27.0,2,   29.1621,2,   35.4840,2,     192.6,2,        43,    0.0406,2
      28.0,2,   29.1630,2,   35.4851,2,     192.6,2,        63,    0.0402,2
      29.0,2,   29.1643,2,   35.4854,2,     192.6,2,        32,    0.0406,2
