CTD,20170918CCHSIOSEE
# SHIP: R/V Ron Brown
# DATES: 20150410 to 20150513
# Region:  NE Pacific, Leg 1 of P16N
# Chief Scientist: Jessica Cross & Samantha Siedlecki
# CTDO: Who - G.Johnson:NOAA, Molly Baringer:NOAA; Status - final
# Transmissometer (CTDBEAMCP): Who - W.Gardner, TAMU; Status - final
#        Notes: beam attenuation units, 1/m
#        Instrument: Wetlabs C-Star Transmissometer, 650 nm 0.25m pathlength, SN:1636
#        Data Notes: With W.Gardner's permission, for a few profiles,
#                    removed up to the first two and/or the last samples of the
#                    submitted CTDBEAMCP profile to match the pressures
#                    of the existing CTD file. 
# Fluorometer : Who - N.Nelson; Status - no data 
#        Notes: Data removed from file because instrument broken
# References:
#        Cruise report available at http://cchdo.ucsd.edu/cruise/33RO20150410
#
# Following American Geophysical Union recommendations, the data should be
# cited as: "data provider(s), cruise name or cruise ID, data file name(s),
# CLIVAR and Carbon Hydrographic Data Office, La Jolla, CA, USA, and data
# file date." For further information, please contact one of the parties
# listed above or cchdo@ucsd.edu. Users are also requested to acknowledge
# the NSF/NOAA-funded U.S. Repeat Hydrography Program in publications resulting
# from their use.
# 
# Parameters removed from Exchange file: XMISS,FLUOR
# Parameters merged into Exchange file: CTDBEAMCP,CTDBEAMCP_FLAG_W
# CTD,20160323CCHSIOSEE - Previous Time Stamp 
#     LATITUDE_UNITS = degrees_North
#     LONGITUDE_UNITS = degrees_East
#     DATE_UNITS: YYYYMMDD
#     TIME_UNITS = HHMM
#     SECT_ID:  changed value from P16N to P16N/1,  for Leg 1
#     Originator file name = p16n_0741_ct1.csv
#     Originator Time Stamp and Comments
#        CTD,20160208PMELNOAAKEM
#        #CODE:  ctd_to_csv.m KEM 2/08/16
#        #SUMFILE_NAME:  p16n_kem.sum 2/08/16
#        #CTDFILE_NAME:  rh10741.ctd
#        #DEPTH_TYPE:  CORR
#        #EVENT_CODE:  BO
NUMBER_HEADERS = 10
EXPOCODE = 33RO20150410
SECT_ID = P16N/1
STNNBR = 74
CASTNO = 1
DATE = 20150430
TIME = 0755
LATITUDE = 4.3297
LONGITUDE = -150.9995
DEPTH =  5240
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDNOBS,CTDBEAMCP,CTDBEAMCP_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,,/METER,
       2.0,2,   29.0591,3,   34.9272,3,     199.4,3,        18,    0.0763,2
       3.0,2,   29.0600,3,   34.9269,3,     199.8,3,        24,    0.0771,2
       4.0,2,   29.0596,2,   34.9265,2,     199.4,2,        35,    0.0771,2
       5.0,2,   29.0545,2,   34.9256,2,     199.1,2,        28,    0.0771,2
       6.0,2,   29.0556,2,   34.9256,2,     198.8,2,        26,    0.0771,2
       7.0,2,   29.0562,2,   34.9256,2,     198.6,2,        41,    0.0788,2
       8.0,2,   29.0567,2,   34.9256,2,     198.6,2,        38,    0.0775,2
       9.0,2,   29.0592,2,   34.9260,2,     199.1,2,        48,    0.0771,2
      10.0,2,   29.0600,2,   34.9261,2,     198.8,2,        28,    0.0763,2
      11.0,2,   29.0600,2,   34.9261,2,     199.0,2,        21,    0.0767,2
      12.0,2,   29.0600,2,   34.9261,2,     199.1,2,        22,    0.0771,2
      13.0,2,   29.0601,2,   34.9261,2,     199.2,2,        35,    0.0767,2
      14.0,2,   29.0601,2,   34.9260,2,     199.3,2,        23,    0.0767,2
      15.0,2,   29.0602,2,   34.9260,2,     199.1,2,        24,    0.0767,2
      16.0,2,   29.0603,2,   34.9260,2,     199.0,2,        30,    0.0775,2
      17.0,2,   29.0599,2,   34.9262,2,     199.1,2,        48,    0.0775,2
      18.0,2,   29.0593,2,   34.9264,2,     199.3,2,        31,    0.0767,2
      19.0,2,   29.0585,2,   34.9267,2,     199.3,2,        30,    0.0763,2
      20.0,2,   29.0582,2,   34.9269,2,     199.3,2,        44,    0.0763,2
      21.0,2,   29.0581,2,   34.9271,2,     199.3,2,        45,    0.0763,2
      22.0,2,   29.0577,2,   34.9281,2,     199.2,2,        28,    0.0775,2
      23.0,2,   29.0573,2,   34.9291,2,     199.1,2,        22,    0.0767,2
      24.0,2,   29.0570,2,   34.9300,2,     199.0,2,        36,    0.0784,2
      25.0,2,   29.0565,2,   34.9313,2,     198.9,2,        33,    0.0808,2
      26.0,2,   29.0551,2,   34.9330,2,     199.1,2,        26,    0.0763,2
      27.0,2,   29.0546,2,   34.9363,2,     198.9,2,        39,    0.0743,2
      28.0,2,   29.0559,2,   34.9363,2,     199.2,2,        36,    0.0751,2
      29.0,2,   29.0567,2,   34.9368,2,     199.2,2,        27,    0.0751,2
      30.0,2,   29.0565,2,   34.9369,2,     199.1,2,        42,    0.0784,2
      31.0,2,   29.0567,2,   34.9371,2,     199.2,2,        30,    0.0796,2
      32.0,2,   29.0572,2,   34.9377,2,     199.2,2,        34,    0.0739,2
      33.0,2,   29.0571,2,   34.9383,2,     199.3,2,        42,    0.0735,2
      34.0,2,   29.0564,2,   34.9397,2,     199.5,2,        36,    0.0731,2
      35.0,2,   29.0567,2,   34.9401,2,     199.2,2,        47,    0.0731,2
      36.0,2,   29.0566,2,   34.9404,2,     199.4,2,        19,    0.0722,2
      37.0,2,   29.0561,2,   34.9411,2,     199.2,2,        15,    0.0714,2
      38.0,2,   29.0553,2,   34.9416,2,     199.3,2,        16,    0.0722,2
      39.0,2,   29.0488,2,   34.9449,2,     199.6,2,        23,    0.0731,2
      40.0,2,   29.0494,2,   34.9445,2,     199.1,2,        24,    0.0710,2
      41.0,2,   29.0448,2,   34.9456,2,     199.1,2,        17,    0.0714,2
      42.0,2,   29.0207,2,   34.9538,2,     199.7,2,        16,    0.0714,2
      43.0,2,   28.9935,2,   34.9634,2,     199.1,2,        23,    0.0706,2
      44.0,2,   28.9780,2,   34.9675,2,     198.4,2,        30,    0.0661,2
      45.0,2,   28.9648,2,   34.9697,2,     198.0,2,        23,    0.0645,2
      46.0,2,   28.9612,2,   34.9695,2,     198.5,2,        41,    0.0649,2
      47.0,2,   28.9547,2,   34.9691,2,     199.4,2,        27,    0.0637,2
      48.0,2,   28.9492,2,   34.9684,2,     198.9,2,        19,    0.0641,2
      49.0,2,   28.9384,2,   34.9672,2,     198.9,2,        20,    0.0629,2
      50.0,2,   28.9266,2,   34.9658,2,     199.1,2,        27,    0.0621,2
      51.0,2,   28.9213,2,   34.9653,2,     198.2,2,        48,    0.0625,2
      52.0,2,   28.9129,2,   34.9636,2,     198.7,2,        41,    0.0621,2
      53.0,2,   28.8991,2,   34.9612,2,     199.3,2,        52,    0.0613,2
      54.0,2,   28.8928,2,   34.9600,2,     198.6,2,        34,    0.0609,2
      55.0,2,   28.8846,2,   34.9580,2,     198.6,2,        49,    0.0609,2
      56.0,2,   28.8734,2,   34.9555,2,     198.8,2,        42,    0.0613,2
      57.0,2,   28.8546,2,   34.9519,2,     198.8,2,        41,    0.0600,2
      58.0,2,   28.8070,2,   34.9530,2,     199.1,2,        38,    0.0613,2
      59.0,2,   28.7352,2,   34.9667,2,     198.6,2,        39,    0.0605,2
      60.0,2,   28.6609,2,   34.9814,2,     197.7,2,        48,    0.0592,2
      61.0,2,   28.5858,2,   34.9937,2,     197.3,2,        24,    0.0584,2
      62.0,2,   28.5325,2,   35.0052,2,     197.3,2,        18, -999.0000,9
      63.0,2,   28.5000,2,   35.0145,2,     196.4,2,        21,    0.0592,2
      64.0,2,   28.4778,2,   35.0192,2,     195.3,2,        34,    0.0564,2
      65.0,2,   28.4387,2,   35.0221,2,     194.8,2,        22,    0.0564,2
      66.0,2,   28.4067,2,   35.0307,2,     195.5,2,        20,    0.0560,2
      67.0,2,   28.3823,2,   35.0332,2,     196.2,2,        32,    0.0548,2
      68.0,2,   28.3504,2,   35.0376,2,     196.9,2,        44,    0.0536,2
      69.0,2,   28.3246,2,   35.0462,2,     197.3,2,        28,    0.0523,2
      70.0,2,   28.3214,2,   35.0619,2,     197.7,2,        25,    0.0511,2
      71.0,2,   28.3313,2,   35.0740,2,     197.3,2,        33,    0.0495,2
      72.0,2,   28.3415,2,   35.0870,2,     198.4,2,        36,    0.0491,2
      73.0,2,   28.3524,2,   35.1016,2,     198.7,2,        34,    0.0475,2
      74.0,2,   28.3463,2,   35.1097,2,     198.4,2,        59,    0.0455,2
      75.0,2,   28.3186,2,   35.1048,2,     197.9,2,        31,    0.0438,2
      76.0,2,   28.2165,2,   35.0808,2,     197.7,2,        25,    0.0438,2
      77.0,2,   28.1216,2,   35.0687,2,     197.0,2,        29,    0.0434,2
      78.0,2,   28.0886,2,   35.0659,2,     195.6,2,        28,    0.0438,2
      79.0,2,   28.0556,2,   35.0639,2,     194.7,2,        27,    0.0426,2
      80.0,2,   28.0386,2,   35.0620,2,     194.2,2,        37,    0.0410,2
      81.0,2,   28.0325,2,   35.0633,2,     193.5,2,        30,    0.0406,2
      82.0,2,   28.0239,2,   35.0641,2,     193.4,2,        21,    0.0410,2
      83.0,2,   28.0051,2,   35.0629,2,     193.4,2,        17,    0.0406,2
      84.0,2,   27.9770,2,   35.0612,2,     192.5,2,        19,    0.0402,2
      85.0,2,   27.9478,2,   35.0596,2,     191.9,2,        29,    0.0390,2
      86.0,2,   27.9286,2,   35.0588,2,     188.5,2,        43,    0.0410,2
      87.0,2,   27.9147,2,   35.0593,2,     187.8,2,        28,    0.0402,2
      88.0,2,   27.8898,2,   35.0608,2,     187.6,2,        24,    0.0398,2
      89.0,2,   27.8273,2,   35.0562,2,     187.5,2,        31,    0.0386,2
      90.0,2,   27.8069,2,   35.0554,2,     184.3,2,        63,    0.0382,2
      91.0,2,   27.7880,2,   35.0536,2,     182.2,2,        44,    0.0370,2
      92.0,2,   27.7605,2,   35.0514,2,     182.2,2,        22,    0.0370,2
      93.0,2,   27.7005,2,   35.0473,2,     181.6,2,        17,    0.0370,2
      94.0,2,   27.5488,2,   35.0397,2,     181.1,2,        19,    0.0370,2
      95.0,2,   27.3836,2,   35.0373,2,     179.1,2,        31,    0.0362,2
      96.0,2,   27.2744,2,   35.0365,2,     170.3,2,        45,    0.0362,2
      97.0,2,   26.9659,2,   35.0172,2,     167.8,2,        30,    0.0358,2
      98.0,2,   26.7106,2,   35.0135,2,     166.3,2,        25,    0.0350,2
      99.0,2,   26.5392,2,   35.0049,2,     162.7,2,        30,    0.0341,2
     100.0,2,   26.4695,2,   35.0003,2,     157.0,2,        39,    0.0341,2
     101.0,2,   26.4455,2,   35.0016,2,     155.4,2,        25,    0.0345,2
     102.0,2,   26.4317,2,   35.0065,2,     156.0,2,        18,    0.0337,2
     103.0,2,   26.3524,2,   34.9972,2,     156.6,2,        18,    0.0333,2
     104.0,2,   26.3301,2,   34.9945,2,     156.7,2,        18,    0.0333,2
     105.0,2,   26.2517,2,   34.9841,2,     156.2,2,        22,    0.0341,2
     106.0,2,   26.0148,2,   34.9738,2,     153.5,2,        41,    0.0341,2
     107.0,2,   25.7170,2,   34.9555,2,     150.5,2,        30,    0.0341,2
     108.0,2,   25.4817,2,   34.9504,2,     149.5,2,        22,    0.0337,2
     109.0,2,   25.3668,2,   34.9491,2,     148.4,2,        24,    0.0329,2
     110.0,2,   25.2495,2,   34.9544,2,     146.9,2,        26,    0.0337,2
     111.0,2,   25.1023,2,   34.9530,2,     145.7,2,        30,    0.0329,2
     112.0,2,   24.7767,2,   34.9689,2,     144.7,2,        42,    0.0325,2
     113.0,2,   24.5552,2,   34.9743,2,     140.8,2,        35,    0.0317,2
     114.0,2,   24.4014,2,   34.9759,2,     141.3,2,        17,    0.0321,2
     115.0,2,   24.3357,2,   34.9742,2,     141.3,2,        16,    0.0325,2
     116.0,2,   24.1929,2,   34.9658,2,     141.0,2,        18,    0.0309,2
